Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
"AHT","Ashford Hospitality Trust Inc","6.25","$606.37M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
