ticker_id,ticker_symbol,price_date,open,high,low,close,volume,created_at,updated_at
7445,CTO,11/3/2016,49.62,49.94,48.78,48.81,11.245999999999999,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/4/2016,48.98,49.38,48.65,48.91,6.854000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/7/2016,49.26,50.26,49.26,50.16,8.454,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/8/2016,50.02,51.17,50.02,51.17,5.853,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/9/2016,51.2,52.0,50.49,52.0,17.259,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/10/2016,52.33,54.0,52.0,53.72,21.421,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/11/2016,53.44,55.0,52.5,55.0,16.206,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/14/2016,55.06,55.23,53.85,54.6,15.024000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/15/2016,54.3,54.99,54.14,54.3,9.925,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/16/2016,54.31,54.31,53.56,54.2,9.467,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/17/2016,54.31,55.21,54.0,55.08,10.436,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/18/2016,55.26,55.26,54.78,55.08,13.800999999999998,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/21/2016,55.1,55.21,54.87,54.99,8.418000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/22/2016,54.88,55.23,54.79,55.23,7.214,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/23/2016,55.11,55.19,54.93,55.1,7.203,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/25/2016,55.23,55.65,55.23,55.5,2.798,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/28/2016,55.42,55.42,54.9,54.95,11.728,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/29/2016,55.13,55.2,54.37,54.59,7.3340000000000005,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,11/30/2016,54.57,55.5,53.0,53.37,10.492,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/1/2016,53.54,54.92,52.99,53.5,17.329,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/2/2016,53.18,53.54,52.7,52.8,6.435,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/5/2016,53.34,53.5,52.75,53.21,9.817,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/6/2016,53.06,53.72,52.94,53.07,7.704000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/7/2016,53.07,53.42,52.62,53.04,28.505000000000003,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/8/2016,52.96,55.6,52.95,54.99,30.026,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/9/2016,54.95,55.8,54.45,55.09,11.128,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
