ticker_id,ticker_symbol,price_date,open,high,low,close,volume,created_at,updated_at
7445,CTO,12/12/2016,54.66,55.4,54.48,54.98,4.2,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/13/2016,55.25,55.25,54.58,54.87,5.193,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/14/2016,55.0,55.12,53.56,54.0,7.492,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/15/2016,53.7,54.0,52.5,52.75,54.715999999999994,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/16/2016,53.16,53.71,52.69,53.69,42.632999999999996,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/19/2016,53.48,54.39,52.96,53.68,9.766,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/20/2016,53.63,54.39,53.54,54.32,7.647,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/21/2016,53.99,54.52,53.99,54.11,6.9319999999999995,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/22/2016,53.77,54.17,53.25,53.25,3.165,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/23/2016,53.65,54.86,53.58,54.0,2.402,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/27/2016,54.75,54.75,53.75,54.13,4.563000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/28/2016,54.25,54.25,53.05,53.45,7.089,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/29/2016,53.31,53.59,53.1,53.15,5.973,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,12/30/2016,53.25,53.79,53.0,53.42,12.158,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/3/2017,53.47,54.84,52.92,52.92,6.7299999999999995,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/4/2017,53.0,55.46,53.0,54.94,18.911,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/5/2017,54.46,55.24,54.46,54.63,23.693,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/6/2017,54.91,55.59,54.75,55.03,11.184000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/9/2017,54.9,55.31,52.51,54.79,11.93,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/10/2017,54.8,55.02,54.36,54.89,10.325,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/11/2017,54.88,55.95,54.75,55.71,12.553,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/12/2017,55.78,55.78,54.6,54.79,2.864,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/13/2017,54.53,55.37,54.38,55.37,10.766,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/17/2017,55.18,55.2,54.88,55.0,9.86,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/18/2017,55.3,55.33,54.59,55.25,6.8069999999999995,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/19/2017,54.89,55.07,53.0,53.64,17.212,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/20/2017,53.77,54.64,53.77,54.46,10.179,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/23/2017,54.49,54.63,54.02,54.11,10.244,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/24/2017,54.41,55.76,54.21,55.48,10.735,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/25/2017,55.76,56.0,54.97,55.47,11.161,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/26/2017,55.68,55.68,54.51,54.51,8.51,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/27/2017,55.09,55.5,54.01,55.11,15.638,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/30/2017,55.01,55.39,54.6,54.6,6.626,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,1/31/2017,54.38,55.01,54.08,55.0,14.871,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/1/2017,55.42,55.43,54.43,55.09,9.905,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/2/2017,55.06,55.06,54.27,54.97,9.08,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/3/2017,55.48,55.5,54.84,55.0,12.361,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/6/2017,54.88,54.88,54.14,54.14,5.175,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/7/2017,54.31,54.9,54.0,54.0,9.542,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/8/2017,53.97,54.31,53.13,53.13,27.887999999999998,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/9/2017,53.66,53.66,53.0,53.22,11.633,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/10/2017,53.21,54.35,53.21,53.33,17.982,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/13/2017,53.85,54.5,53.85,54.1,6.194,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/14/2017,54.38,54.69,54.0,54.64,9.608,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/15/2017,54.22,54.68,54.22,54.67,4.596,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/16/2017,54.46,54.46,54.1,54.1,7.5040000000000004,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/17/2017,54.44,54.44,54.07,54.3,5.0520000000000005,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/21/2017,54.3,54.56,53.7,54.48,7.787999999999999,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/22/2017,54.8,54.8,54.1,54.5,3.6729999999999996,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/23/2017,54.54,55.54,53.75,54.85,18.144,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/24/2017,54.48,55.27,54.48,54.63,3.109,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/27/2017,54.54,55.46,54.54,55.45,4.397,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,2/28/2017,55.26,56.42,55.06,55.12,14.952000000000002,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/1/2017,55.9,56.49,55.31,55.9,2.612,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/2/2017,55.87,55.87,55.0,55.07,2.369,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/3/2017,55.21,55.65,54.97,55.65,7.0200000000000005,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/6/2017,55.22,55.22,54.56,54.56,4.635,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/7/2017,54.11,55.84,52.56,53.1,67.213,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/8/2017,52.75,52.9,50.32,50.86,30.058999999999997,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/9/2017,50.99,51.5,49.94,50.33,21.81,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/10/2017,50.68,51.83,50.6,50.84,21.175,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/13/2017,50.83,50.85,49.73,50.84,14.962,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/14/2017,50.61,50.78,50.1,50.53,10.898,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/15/2017,50.88,52.6,50.58,51.85,17.314,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/16/2017,52.03,53.16,51.84,52.45,7.334999999999999,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/17/2017,52.48,53.0,52.05,52.85,12.091,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/20/2017,52.12,52.49,51.67,51.76,8.677,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/21/2017,51.87,51.92,51.03,51.15,7.218999999999999,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/22/2017,51.25,51.31,50.29,50.29,10.09,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/23/2017,50.45,51.83,50.45,51.79,4.885,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/24/2017,51.84,52.31,51.38,51.92,10.904,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/27/2017,51.21,52.0,51.21,52.0,3.5460000000000003,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/28/2017,51.79,52.16,51.77,52.1,9.790000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/29/2017,51.78,52.43,51.75,52.11,8.126999999999999,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/30/2017,52.16,52.55,52.16,52.55,11.022,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,3/31/2017,52.49,53.88,52.4,53.54,8.943000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/3/2017,53.0,53.99,52.75,53.12,5.493,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/4/2017,53.36,54.01,53.36,53.63,9.75,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/5/2017,53.7,54.3,53.19,53.43,13.546000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/6/2017,53.63,53.9,53.57,53.57,6.220000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/7/2017,53.68,54.31,53.65,54.12,8.684000000000001,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/10/2017,53.97,54.9,53.97,54.02,2.25,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/11/2017,53.93,54.79,53.93,54.52,3.59,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/12/2017,54.5,54.55,54.0,54.11,2.725,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/13/2017,54.43,54.45,53.23,53.23,8.492,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/17/2017,54.12,54.69,53.26,54.69,8.821,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
7445,CTO,4/18/2017,54.21,54.65,54.2,54.39,4.13,'2017-04-19 00:45:31 -0400','2017-04-19 00:45:31 -0400'
