"id","ticker_id","ticker_symbol","open_pct_of_previous_high","price_date","trade_date","position","price","value"
30779,5131,"ATHN",1.060265283,"2007-10-04","2007-10-05","SELL",39.7116,108.0
31833,5131,"ATHN",1.02173913,"2007-12-07","2007-12-10","SELL",45.12,96.0
32434,5131,"ATHN",1.02748654,"2008-01-25","2008-01-28","SELL",33.95,93.629343629343629343629343629
33082,5131,"ATHN",1.071333333,"2008-02-26","2008-02-27","SELL",34.7112,108.0
33097,5131,"ATHN",1.046650718,"2008-02-27","2008-02-28","SELL",33.25,95.0
33774,5131,"ATHN",1.030498282,"2008-04-09","2008-04-10","SELL",23.0304,96.0
33806,5131,"ATHN",1.025777778,"2008-04-14","2008-04-15","SELL",22.1568,96.0
34369,5131,"ATHN",1.05191161,"2008-05-07","2008-05-08","SELL",28.7904,96.0
35853,5131,"ATHN",1.039046303,"2008-08-05","2008-08-06","SELL",32.88,109.344861988693049551047555703
51537,5131,"ATHN",1.02750131,"2009-09-29","2009-10-01","SELL",37.6608,96.0
54183,5131,"ATHN",1.047494781,"2010-03-16","2010-03-19","SELL",38.5344,96.0
54775,5131,"ATHN",1.034358047,"2010-05-10","2010-05-19","SELL",27.456,96.0
55547,5131,"ATHN",1.030720756,"2010-06-03","2010-06-04","SELL",25.1232,96.0
56176,5131,"ATHN",1.150951749,"2010-07-23","2010-07-27","SELL",28.08,108.0
57157,5131,"ATHN",1.123559539,"2010-10-22","2010-10-25","SELL",37.908,108.0
57592,5131,"ATHN",1.020408163,"2010-11-18","2010-12-02","SELL",42.7,104.146341463414634146
58450,5131,"ATHN",1.030008453,"2011-02-08","2011-02-09","SELL",46.7904,96.0
60391,5131,"ATHN",1.108374384,"2011-07-22","2011-07-25","SELL",58.32,108.0
61479,5131,"ATHN",1.020755886,"2011-09-27","2011-09-28","SELL",63.264,96.0
62475,5131,"ATHN",1.025434439,"2011-10-21","2011-10-24","SELL",60.5,93.20597750731782468032660607
70424,5131,"ATHN",1.02589315,"2012-11-19","2012-12-03","SELL",65.14,104.057507987220447284345047923
9377,3324,"ATI",1.098039216,"2003-03-13","2003-03-14","SELL",2.688,96.0
9562,3324,"ATI",1.031746032,"2003-03-19","2003-03-20","SELL",3.12,96.0
9786,3324,"ATI",1.029605263,"2003-04-02","2003-04-09","SELL",3.0048,96.0
9897,3324,"ATI",1.021538462,"2003-04-03","2003-04-04","SELL",3.1872,96.0
11356,3324,"ATI",1.021116139,"2003-06-27","2003-06-30","SELL",6.4992,96.0
13286,3324,"ATI",1.020408163,"2003-11-07","2003-11-11","SELL",7.68,96.0
13534,3324,"ATI",1.049576784,"2003-12-01","2003-12-02","SELL",9.3744,108.0
13676,3324,"ATI",1.042081949,"2003-12-11","2003-12-12","SELL",10.1628,108.0
14570,3324,"ATI",1.029900332,"2004-02-06","2004-02-10","SELL",10.044,108.0
14596,3324,"ATI",1.043887147,"2004-02-09","2004-02-10","SELL",9.5904,96.0
16240,3324,"ATI",1.022501655,"2004-06-23","2004-06-28","SELL",16.686,108.0
17499,3324,"ATI",1.03370098,"2004-10-21","2004-11-03","SELL",17.11,101.422643746295198577356253705
17851,3324,"ATI",1.059432933,"2004-11-10","2004-11-12","SELL",20.9844,108.0
18535,3324,"ATI",1.044386423,"2005-01-18","2005-01-21","SELL",21.6,108.0
19524,3324,"ATI",1.026237833,"2005-04-21","2005-04-26","SELL",26.19,108.0
19575,3324,"ATI",1.024058983,"2005-04-26","2005-04-27","SELL",24.58,93.141341417203486169003410383
19876,3324,"ATI",1.044186047,"2005-05-19","2005-05-20","SELL",21.52,95.85746102449888641425389755
20410,3324,"ATI",1.029926156,"2005-07-19","2005-07-25","SELL",28.62,108.0
20513,3324,"ATI",1.020761246,"2005-07-27","2005-07-28","SELL",28.32,96.0
21366,3324,"ATI",1.031524927,"2005-10-12","2005-10-13","SELL",27.0144,96.0
22386,3324,"ATI",1.034530008,"2006-01-04","2006-01-06","SELL",40.77,108.0
22711,3324,"ATI",1.066143498,"2006-01-25","2006-01-27","SELL",51.354,108.0
23775,3324,"ATI",1.020556932,"2006-04-18","2006-04-24","SELL",75.6,108.0
24384,3324,"ATI",1.021406728,"2006-05-26","2006-05-30","SELL",64.128,96.0
24557,3324,"ATI",1.026006977,"2006-06-09","2006-06-12","SELL",62.112,96.0
25872,3324,"ATI",1.027077498,"2006-10-16","2006-10-27","SELL",80.09,104.012987012987012987
26795,3324,"ATI",1.028478261,"2007-01-22","2007-01-29","SELL",102.1896,108.0
29618,3324,"ATI",1.033626721,"2007-08-17","2007-08-22","SELL",98.928,108.0
34259,3324,"ATI",1.023285351,"2008-05-02","2008-05-15","SELL",78.3108,108.0
35200,3324,"ATI",1.091068643,"2008-07-14","2008-07-16","SELL",53.712,96.0
36419,3324,"ATI",1.033325928,"2008-09-08","2008-09-09","SELL",42.15,90.625671898516448075682648893
46102,3324,"ATI",1.027577429,"2009-04-02","2009-04-03","SELL",26.1576,108.0
46698,3324,"ATI",1.039745628,"2009-04-09","2009-04-13","SELL",28.2528,108.0
47398,3324,"ATI",1.044911264,"2009-04-22","2009-04-24","SELL",31.158,108.0
49576,3324,"ATI",1.022791133,"2009-07-14","2009-07-21","SELL",35.3808,108.0
49646,3324,"ATI",1.022734162,"2009-07-15","2009-07-22","SELL",32.3904,96.0
51021,3324,"ATI",1.02209034,"2009-09-08","2009-09-11","SELL",33.48,108.0
52634,3324,"ATI",1.025535662,"2009-11-23","2009-11-27","SELL",33.5424,96.0
53247,3324,"ATI",1.021406127,"2010-01-11","2010-01-12","SELL",49.9296,96.0
53764,3324,"ATI",1.022337174,"2010-02-16","2010-02-25","SELL",41.7408,96.0
56710,3324,"ATI",1.024977293,"2010-09-03","2010-09-17","SELL",45.31,100.376606114311032343819229065
58247,3324,"ATI",1.039578733,"2011-01-26","2011-02-01","SELL",66.096,108.0
61480,3324,"ATI",1.038461538,"2011-09-27","2011-09-29","SELL",38.88,96.0
62349,3324,"ATI",1.021276596,"2011-10-14","2011-10-17","SELL",39.6288,96.0
62730,3324,"ATI",1.054047942,"2011-10-27","2011-10-28","SELL",50.3388,108.0
64506,3324,"ATI",1.032941176,"2011-11-30","2011-12-12","SELL",46.3584,96.0
65729,3324,"ATI",1.02936311,"2012-01-03","2012-01-05","SELL",47.7888,96.0
67768,3324,"ATI",1.021058623,"2012-05-22","2012-05-23","SELL",34.4448,96.0
68218,3324,"ATI",1.034334764,"2012-06-29","2012-07-12","SELL",30.0768,96.0
70923,3324,"ATI",1.027777778,"2013-01-02","2013-01-11","SELL",30.192,96.0
73894,3324,"ATI",1.05264993,"2013-09-16","2013-09-19","SELL",32.6052,108.0
9468,3331,"ATK",1.027469071,"2003-03-14","2003-03-18","SELL",52.92,108.0
11156,3331,"ATK",1.027265745,"2003-06-12","2003-06-16","SELL",51.36,96.0
13143,3331,"ATK",1.022566996,"2003-10-30","2003-11-12","SELL",52.49,103.428571428571428571428571429
19088,3331,"ATK",1.029238161,"2005-03-07","2005-03-10","SELL",71.9808,96.0
20486,3331,"ATK",1.024083631,"2005-07-26","2005-07-28","SELL",73.8,95.3611577723220054270577594
24121,3331,"ATK",1.029916626,"2006-05-05","2006-05-15","SELL",80.64,96.0
28156,3331,"ATK",1.0458159,"2007-05-04","2007-05-17","SELL",99.41,99.429885977195439087817563513
29283,3331,"ATK",1.029372497,"2007-08-02","2007-08-15","SELL",104.37,96.692607003891050583657587549
48058,3331,"ATK",1.026024096,"2009-05-07","2009-05-20","SELL",87.26,102.465946453734147487083137623
50458,3331,"ATK",1.025415199,"2009-08-06","2009-08-10","SELL",78.24,96.0
51722,3331,"ATK",1.021342247,"2009-10-07","2009-10-09","SELL",76.2624,96.0
54238,3331,"ATK",1.023956532,"2010-03-23","2010-04-06","SELL",81.9,98.76989869753979739507959479
63727,3331,"ATK",1.045043478,"2011-11-03","2011-11-16","SELL",59.49,99.001497753369945082376435347
68219,3331,"ATK",1.020543681,"2012-06-29","2012-07-12","SELL",47.2128,96.0
69316,3331,"ATK",1.043719212,"2012-08-09","2012-08-22","SELL",51.05,100.393313667649950835791543756
69815,3331,"ATK",1.029370907,"2012-10-01","2012-10-12","SELL",51.94,100.134952766531713900134952767
70206,3331,"ATK",1.042167625,"2012-11-01","2012-11-08","SELL",57.4176,96.0
28518,3425,"ATLS",1.11023622,"2007-06-04","2007-06-05","SELL",38.41,108.964539007092198581560283688
30415,3425,"ATLS",1.021292399,"2007-08-29","2007-09-12","SELL",39.86,96.63030303030303030303030303
31059,3425,"ATLS",1.03988604,"2007-10-24","2007-11-06","SELL",35.85,98.219178082191780821917808219
32602,3425,"ATLS",1.026548673,"2008-01-30","2008-02-11","SELL",31.32,108.0
35201,3425,"ATLS",1.035950532,"2008-07-14","2008-07-15","SELL",34.32,95.280399777901166018878400888
45270,3425,"ATLS",1.034482759,"2009-03-13","2009-03-16","SELL",1.62,108.0
45377,3425,"ATLS",1.025641026,"2009-03-16","2009-03-17","SELL",1.728,108.0
48059,3425,"ATLS",1.037790698,"2009-05-07","2009-05-08","SELL",3.25,91.036414565826330532212885155
48917,3425,"ATLS",1.027972028,"2009-06-04","2009-06-05","SELL",4.7628,108.0
49104,3425,"ATLS",1.027667984,"2009-06-10","2009-06-11","SELL",4.992,96.0
51538,3425,"ATLS",1.05,"2009-09-29","2009-09-30","SELL",3.99,95.0
52062,3425,"ATLS",1.031007752,"2009-10-26","2009-10-27","SELL",3.8304,96.0
52533,3425,"ATLS",1.038997214,"2009-11-16","2009-11-17","SELL",3.5808,96.0
53034,3425,"ATLS",1.028,"2009-12-22","2009-12-23","SELL",6.06,117.89883268482490272373540856
53538,3425,"ATLS",1.022187005,"2010-01-29","2010-02-01","SELL",6.192,96.0
54378,3425,"ATLS",1.028346457,"2010-04-09","2010-04-19","SELL",6.2688,96.0
54776,3425,"ATLS",1.022292994,"2010-05-10","2010-05-17","SELL",6.1632,96.0
55461,3425,"ATLS",1.031531532,"2010-05-27","2010-05-28","SELL",4.3968,96.0
55662,3425,"ATLS",1.026128266,"2010-06-14","2010-06-18","SELL",4.6656,108.0
56262,3425,"ATLS",1.18196995,"2010-07-28","2010-07-29","SELL",7.6464,108.0
56435,3425,"ATLS",1.047567568,"2010-08-04","2010-08-05","SELL",9.3024,96.0
57490,3425,"ATLS",1.307459677,"2010-11-09","2010-11-10","SELL",12.4512,96.0
57540,3425,"ATLS",1.048084147,"2010-11-11","2010-11-15","SELL",15.066,108.0
58104,3425,"ATLS",1.089285714,"2011-01-12","2011-01-13","SELL",14.57,95.540983606557377049180327869
58577,3425,"ATLS",1.025477707,"2011-02-17","2011-02-18","SELL",15.456,96.0
58836,3425,"ATLS",1.03427896,"2011-03-07","2011-03-08","SELL",18.9,108.0
58851,3425,"ATLS",1.033519553,"2011-03-08","2011-03-09","SELL",19.98,108.0
61481,3425,"ATLS",1.023340249,"2011-09-27","2011-09-29","SELL",18.9408,96.0
64010,3425,"ATLS",1.026944807,"2011-11-28","2011-12-09","SELL",25.5204,108.0
67044,3425,"ATLS",1.050056033,"2012-03-16","2012-03-19","SELL",32.73,116.435432230522945570971184632
72189,3425,"ATLS",1.024873096,"2013-02-25","2013-03-08","SELL",42.12,104.309063893016344725111441308
72661,3425,"ATLS",1.062652203,"2013-04-17","2013-04-22","SELL",51.84,108.0
73309,3425,"ATLS",1.02484472,"2013-06-10","2013-06-21","SELL",49.44,99.878787878787878787878787879
9378,5141,"ATMI",1.021167048,"2003-03-13","2003-03-17","SELL",19.278,108.0
14134,5141,"ATMI",1.095764273,"2004-01-08","2004-01-09","SELL",28.56,96.0
18733,5141,"ATMI",1.055970149,"2005-02-02","2005-02-07","SELL",27.5076,108.0
49959,5141,"ATMI",1.054555374,"2009-07-22","2009-07-24","SELL",18.5568,96.0
62731,5141,"ATMI",1.020885132,"2011-10-27","2011-11-01","SELL",19.7088,96.0
64507,5141,"ATMI",1.029350105,"2011-11-30","2011-12-02","SELL",21.2112,108.0
66434,5141,"ATMI",1.032340426,"2012-02-01","2012-02-14","SELL",23.63,97.403132728771640560593569662
67653,5141,"ATMI",1.023394724,"2012-05-10","2012-05-14","SELL",19.7376,96.0
70041,5141,"ATMI",1.041436464,"2012-10-24","2012-10-25","SELL",20.358,108.0
9379,5140,"ATML",1.023121387,"2003-03-13","2003-03-14","SELL",1.9116,108.0
9522,5140,"ATML",1.045685279,"2003-03-18","2003-03-19","SELL",1.9776,96.0
9787,5140,"ATML",1.029069767,"2003-04-02","2003-04-15","SELL",1.9116,108.0
9954,5140,"ATML",1.061797753,"2003-04-07","2003-04-08","SELL",1.8144,96.0
10528,5140,"ATML",1.035,"2003-05-05","2003-05-06","SELL",2.36,114.009661835748792270531400967
11026,5140,"ATML",1.031948882,"2003-06-06","2003-06-09","SELL",3.08,95.356037151702786377708978329
11448,5140,"ATML",1.029850746,"2003-07-07","2003-07-09","SELL",2.9808,108.0
12212,5140,"ATML",1.0375,"2003-08-22","2003-08-25","SELL",3.984,96.0
12337,5140,"ATML",1.021645022,"2003-09-02","2003-09-03","SELL",4.5312,96.0
12897,5140,"ATML",1.03030303,"2003-10-15","2003-10-16","SELL",4.896,96.0
12957,5140,"ATML",1.067193676,"2003-10-17","2003-10-20","SELL",5.184,96.0
13264,5140,"ATML",1.033742331,"2003-11-06","2003-11-10","SELL",6.4704,96.0
13719,5140,"ATML",1.03271028,"2003-12-15","2003-12-16","SELL",6.2,93.514328808446455505279034691
14277,5140,"ATML",1.026470588,"2004-01-16","2004-01-20","SELL",7.5384,108.0
14314,5140,"ATML",1.054421769,"2004-01-20","2004-01-21","SELL",7.44,96.0
16509,5140,"ATML",1.035051546,"2004-07-21","2004-07-22","SELL",4.52,90.039840637450199203187250997
21997,5140,"ATML",1.022580645,"2005-11-22","2005-12-01","SELL",3.4236,108.0
26494,5140,"ATML",1.025641026,"2006-12-13","2006-12-14","SELL",6.048,108.0
26718,5140,"ATML",1.025396825,"2007-01-11","2007-01-12","SELL",6.2016,96.0
28446,5140,"ATML",1.03142329,"2007-05-31","2007-06-13","SELL",5.46,97.849462365591397849462365591
30395,5140,"ATML",1.023622047,"2007-08-27","2007-09-10","SELL",4.992,96.0
30591,5140,"ATML",1.023121387,"2007-09-19","2007-09-25","SELL",5.0976,96.0
31984,5140,"ATML",1.049217002,"2007-12-21","2007-12-24","SELL",4.5024,96.0
32992,5140,"ATML",1.020231214,"2008-02-20","2008-02-22","SELL",3.3888,96.0
50891,5140,"ATML",1.022113022,"2009-08-28","2009-09-01","SELL",3.9936,96.0
52022,5140,"ATML",1.021377672,"2009-10-23","2009-10-26","SELL",4.128,96.0
54019,5140,"ATML",1.046610169,"2010-03-02","2010-03-15","SELL",5.02,101.619433198380566801619433198
56455,5140,"ATML",1.081285444,"2010-08-05","2010-08-06","SELL",6.1776,108.0
56888,5140,"ATML",1.031724138,"2010-09-21","2010-09-23","SELL",7.1808,96.0
57450,5140,"ATML",1.096666667,"2010-11-05","2010-11-16","SELL",9.4752,96.0
58037,5140,"ATML",1.026315789,"2011-01-07","2011-01-20","SELL",13.104,96.0
58467,5140,"ATML",1.064016173,"2011-02-09","2011-02-22","SELL",15.1584,96.0
58687,5140,"ATML",1.020408163,"2011-02-25","2011-02-28","SELL",14.4,96.0
59020,5140,"ATML",1.024919614,"2011-03-24","2011-04-01","SELL",13.77,108.0
59392,5140,"ATML",1.02245614,"2011-04-21","2011-05-05","SELL",13.9872,96.0
64011,5140,"ATML",1.02004717,"2011-11-28","2011-12-09","SELL",8.94,103.352601156069364161849710983
65730,5140,"ATML",1.041666667,"2012-01-03","2012-01-09","SELL",9.18,108.0
72104,5140,"ATML",1.027972028,"2013-02-15","2013-02-20","SELL",7.056,96.0
10481,5136,"ATNI",1.026995305,"2003-05-01","2003-05-14","SELL",18.35,104.857142857142857142857142857
12958,5136,"ATNI",1.023504274,"2003-10-17","2003-10-30","SELL",24.76,103.382045929018789144050104384
17183,5136,"ATNI",1.026871401,"2004-09-22","2004-09-30","SELL",28.89,108.0
23383,5136,"ATNI",1.029411765,"2006-03-14","2006-03-15","SELL",56.7,108.0
24592,5136,"ATNI",1.085538752,"2006-06-14","2006-06-15","SELL",22.0512,96.0
24675,5136,"ATNI",1.062173913,"2006-06-20","2006-06-21","SELL",23.4528,96.0
26066,5136,"ATNI",1.050601202,"2006-11-01","2006-11-02","SELL",22.6476,108.0
27554,5136,"ATNI",1.022264151,"2007-03-28","2007-03-29","SELL",26.0064,96.0
28157,5136,"ATNI",1.06041828,"2007-05-04","2007-05-17","SELL",26.2848,96.0
29193,5136,"ATNI",1.099724084,"2007-07-31","2007-08-01","SELL",30.132,108.0
29619,5136,"ATNI",1.035808147,"2007-08-17","2007-08-20","SELL",30.2688,96.0
45271,5136,"ATNI",1.045934202,"2009-03-13","2009-03-16","SELL",18.198,108.0
49105,5136,"ATNI",1.031598513,"2009-06-10","2009-06-11","SELL",37.41,134.810810810810810810810810811
57031,5136,"ATNI",1.024208566,"2010-10-08","2010-10-14","SELL",52.8,96.0
64508,5136,"ATNI",1.043037975,"2011-11-30","2011-12-08","SELL",39.552,96.0
67552,5136,"ATNI",1.031166518,"2012-05-03","2012-05-04","SELL",39.38,113.356361542890040299366724237
70924,5136,"ATNI",1.022795115,"2013-01-02","2013-01-03","SELL",36.1824,96.0
71736,5136,"ATNI",1.115618661,"2013-01-22","2013-01-23","SELL",42.24,96.0
30396,3428,"ATO",1.030172414,"2007-08-27","2007-08-28","SELL",27.5328,96.0
50413,3428,"ATO",1.026968716,"2009-08-05","2009-08-06","SELL",27.4176,96.0
62732,3428,"ATO",1.026284702,"2011-10-27","2011-11-01","SELL",33.36,96.0
64509,3428,"ATO",1.023088456,"2011-11-30","2011-12-02","SELL",32.7552,96.0
21135,3394,"ATR",1.03755966,"2005-09-26","2005-10-07","SELL",49.92,99.84
24962,3394,"ATR",1.021375277,"2006-07-20","2006-07-21","SELL",48.624,96.0
27079,3394,"ATR",1.116384915,"2007-02-09","2007-02-12","SELL",65.9328,96.0
27802,3394,"ATR",1.04770747,"2007-04-19","2007-05-02","SELL",74.71,101.854124062713019768234492161
29620,3394,"ATR",1.059479554,"2007-08-17","2007-08-20","SELL",37.83,94.812030075187969924812030075
33900,3394,"ATR",1.050827423,"2008-04-17","2008-04-30","SELL",44.15,99.325084364454443194600674916
46103,3394,"ATR",1.021160628,"2009-04-02","2009-04-16","SELL",30.576,96.0
46699,3394,"ATR",1.02711029,"2009-04-09","2009-04-14","SELL",32.0064,96.0
71604,3394,"ATR",1.033987457,"2013-01-08","2013-01-22","SELL",52.02,101.7804734885540990021522207
10467,5144,"ATRI",1.04041721,"2003-04-30","2003-05-02","SELL",25.8552,108.0
11281,5144,"ATRI",1.04605498,"2003-06-19","2003-06-25","SELL",28.128,96.0
11402,5144,"ATRI",1.026769344,"2003-07-02","2003-07-03","SELL",26.8,95.714285714285714286
11449,5144,"ATRI",1.021641791,"2003-07-07","2003-07-14","SELL",29.5704,108.0
11580,5144,"ATRI",1.030874786,"2003-07-14","2003-07-25","SELL",32.454,108.0
11895,5144,"ATRI",1.0265625,"2003-07-30","2003-08-05","SELL",35.478,108.0
11971,5144,"ATRI",1.038413492,"2003-08-04","2003-08-05","SELL",35.91,108.0
12075,5144,"ATRI",1.021875,"2003-08-13","2003-08-26","SELL",35.7,99.249374478732276897414512093
14398,5144,"ATRI",1.030055249,"2004-01-23","2004-01-27","SELL",44.7456,96.0
15211,5144,"ATRI",1.044029851,"2004-03-30","2004-04-13","SELL",45.0,107.219442458899213724088634739
15331,5144,"ATRI",1.024199288,"2004-04-05","2004-04-15","SELL",46.6236,108.0
15566,5144,"ATRI",1.06819644,"2004-04-26","2004-04-27","SELL",47.29,94.940774944790202770528006424
15679,5144,"ATRI",1.029392265,"2004-05-05","2004-05-12","SELL",44.7168,96.0
15799,5144,"ATRI",1.050061652,"2004-05-18","2004-05-20","SELL",40.8768,96.0
15926,5144,"ATRI",1.028423773,"2004-05-21","2004-05-24","SELL",41.29,94.312471448149840109639104614
16048,5144,"ATRI",1.038639125,"2004-05-28","2004-06-14","SELL",43.0,100.608329433785680861020121666
17237,5144,"ATRI",1.047771429,"2004-09-29","2004-10-12","SELL",47.94,104.581151832460732984293193717
17595,5144,"ATRI",1.035095513,"2004-10-27","2004-11-09","SELL",45.91,98.519313304721030042918454936
17759,5144,"ATRI",1.036220816,"2004-11-04","2004-11-15","SELL",45.5904,96.0
17852,5144,"ATRI",1.026950663,"2004-11-10","2004-11-23","SELL",47.0,99.470899470899470899470899471
17972,5144,"ATRI",1.02019334,"2004-11-19","2004-11-24","SELL",45.5904,96.0
18089,5144,"ATRI",1.023183237,"2004-11-30","2004-12-13","SELL",44.064,96.0
18386,5144,"ATRI",1.022227162,"2004-12-31","2005-01-13","SELL",46.15,100.347901717764731463361600348
18414,5144,"ATRI",1.024018872,"2005-01-05","2005-01-11","SELL",45.84,96.0
18825,5144,"ATRI",1.025343643,"2005-02-10","2005-02-11","SELL",45.8304,96.0
18859,5144,"ATRI",1.038269189,"2005-02-14","2005-02-28","SELL",51.57,108.0
19028,5144,"ATRI",1.036821705,"2005-03-01","2005-03-04","SELL",51.36,96.0
19561,5144,"ATRI",1.023451965,"2005-04-25","2005-04-26","SELL",47.76,96.0
19659,5144,"ATRI",1.056818182,"2005-05-02","2005-05-03","SELL",54.2376,108.0
19804,5144,"ATRI",1.240693431,"2005-05-13","2005-05-16","SELL",57.9,85.159582291513457861450213267
19974,5144,"ATRI",1.035476375,"2005-05-31","2005-06-13","SELL",72.67,108.722321962896469180131657691
20093,5144,"ATRI",1.065340909,"2005-06-13","2005-06-15","SELL",72.0,96.0
23043,5144,"ATRI",1.02152341,"2006-02-13","2006-02-14","SELL",70.1664,96.0
24891,5144,"ATRI",1.027077903,"2006-07-12","2006-07-25","SELL",69.25,97.631467644156210348230649937
25662,5144,"ATRI",1.042387659,"2006-09-22","2006-10-05","SELL",78.5,101.016600180156993951872345901
26067,5144,"ATRI",1.033663366,"2006-11-01","2006-11-13","SELL",75.168,96.0
26702,5144,"ATRI",1.022836538,"2007-01-10","2007-01-17","SELL",91.908,108.0
26719,5144,"ATRI",1.021853547,"2007-01-11","2007-01-25","SELL",93.67,104.881872130780427723659164707
27172,5144,"ATRI",1.022054868,"2007-02-16","2007-02-20","SELL",91.2,96.0
27632,5144,"ATRI",1.021787709,"2007-04-05","2007-04-19","SELL",91.99,100.590486604702022963367960634
27763,5144,"ATRI",1.02198895,"2007-04-17","2007-04-30","SELL",92.49,100.0
28587,5144,"ATRI",1.027810843,"2007-06-13","2007-06-26","SELL",97.19,102.326805643293324910507475258
29389,5144,"ATRI",1.050205021,"2007-08-08","2007-08-10","SELL",100.8096,96.0
29621,5144,"ATRI",1.024919614,"2007-08-17","2007-08-28","SELL",110.16,108.0
30526,5144,"ATRI",1.025175439,"2007-09-10","2007-09-17","SELL",112.1952,96.0
33047,5144,"ATRI",1.034281605,"2008-02-22","2008-02-25","SELL",124.2528,96.0
34793,5144,"ATRI",1.021096663,"2008-06-11","2008-06-13","SELL",107.7984,96.0
34963,5144,"ATRI",1.041931257,"2008-06-26","2008-06-27","SELL",99.2352,96.0
45272,5144,"ATRI",1.057435897,"2009-03-13","2009-03-18","SELL",89.0784,108.0
45378,5144,"ATRI",1.052192564,"2009-03-16","2009-03-17","SELL",84.768,96.0
52472,5144,"ATRI",1.022359873,"2009-11-11","2009-11-12","SELL",129.9264,96.0
54709,5144,"ATRI",1.022616562,"2010-05-05","2010-05-18","SELL",148.0,100.714528751275944198707043212
55533,5144,"ATRI",1.04859335,"2010-06-02","2010-06-07","SELL",137.76,96.0
55663,5144,"ATRI",1.034740741,"2010-06-14","2010-06-17","SELL",134.1024,96.0
56025,5144,"ATRI",1.021960672,"2010-07-09","2010-07-15","SELL",136.704,96.0
57700,5144,"ATRI",1.022389861,"2010-12-01","2010-12-14","SELL",170.58,100.690632194085355055781831061
58523,5144,"ATRI",1.026019081,"2011-02-14","2011-02-18","SELL",170.352,96.0
58627,5144,"ATRI",1.024992802,"2011-02-22","2011-03-07","SELL",172.77,97.067250969155570537670655655
66767,5144,"ATRI",1.02103404,"2012-02-21","2012-02-22","SELL",244.1856,96.0
69517,5144,"ATRI",1.020924464,"2012-08-28","2012-08-30","SELL",217.3344,96.0
9523,5127,"ATRO",1.1,"2003-03-18","2003-03-19","SELL",4.8,87.272727272727272727272727273
9727,5127,"ATRO",1.040871935,"2003-03-28","2003-03-31","SELL",3.6672,96.0
9788,5127,"ATRO",1.101092896,"2003-04-02","2003-04-03","SELL",3.8688,96.0
10683,5127,"ATRO",1.034920635,"2003-05-14","2003-05-16","SELL",3.1296,96.0
10752,5127,"ATRO",1.117117117,"2003-05-20","2003-05-21","SELL",3.3,88.709677419354838709677419355
10780,5127,"ATRO",1.024242424,"2003-05-22","2003-05-23","SELL",3.2448,96.0
11282,5127,"ATRO",1.021538462,"2003-06-19","2003-06-20","SELL",3.5856,108.0
11369,5127,"ATRO",1.027190332,"2003-06-30","2003-07-01","SELL",3.672,108.0
11548,5127,"ATRO",1.034482759,"2003-07-10","2003-07-16","SELL",3.564,108.0
11661,5127,"ATRO",1.036585366,"2003-07-17","2003-07-18","SELL",4.59,108.0
12028,5127,"ATRO",1.040712468,"2003-08-08","2003-08-11","SELL",3.9264,96.0
12338,5127,"ATRO",1.044680851,"2003-09-02","2003-09-03","SELL",4.45,90.631364562118126272912423625
12479,5127,"ATRO",1.023076923,"2003-09-15","2003-09-19","SELL",3.8304,96.0
14235,5127,"ATRO",1.05893186,"2004-01-14","2004-01-15","SELL",5.52,96.0
14571,5127,"ATRO",1.032423208,"2004-02-06","2004-02-09","SELL",5.808,96.0
14667,5127,"ATRO",1.029310345,"2004-02-11","2004-02-12","SELL",5.7312,96.0
15435,5127,"ATRO",1.022641509,"2004-04-16","2004-04-19","SELL",5.2032,96.0
16254,5127,"ATRO",1.026666667,"2004-06-24","2004-06-28","SELL",5.1744,96.0
18991,5127,"ATRO",1.022727273,"2005-02-25","2005-03-02","SELL",6.48,96.0
19247,5127,"ATRO",1.020057307,"2005-03-24","2005-03-29","SELL",6.8352,96.0
19594,5127,"ATRO",1.040178571,"2005-04-27","2005-04-28","SELL",7.5492,108.0
19723,5127,"ATRO",1.027142857,"2005-05-05","2005-05-06","SELL",6.9024,96.0
19761,5127,"ATRO",1.077464789,"2005-05-09","2005-05-10","SELL",7.09,92.679738562091503267973856209
19805,5127,"ATRO",1.041018388,"2005-05-13","2005-05-16","SELL",7.0656,96.0
19822,5127,"ATRO",1.025469169,"2005-05-16","2005-05-17","SELL",7.25,94.771241830065359477124183007
19905,5127,"ATRO",1.035422343,"2005-05-23","2005-06-02","SELL",8.208,108.0
20005,5127,"ATRO",1.027479092,"2005-06-03","2005-06-06","SELL",8.256,96.0
20282,5127,"ATRO",1.021505376,"2005-07-05","2005-07-06","SELL",9.12,96.0
20347,5127,"ATRO",1.045652174,"2005-07-12","2005-07-13","SELL",9.2352,96.0
20700,5127,"ATRO",1.028,"2005-08-08","2005-08-09","SELL",9.8688,96.0
21136,5127,"ATRO",1.022727273,"2005-09-26","2005-09-27","SELL",9.072,96.0
21698,5127,"ATRO",1.02596054,"2005-11-02","2005-11-03","SELL",9.4848,96.0
21819,5127,"ATRO",1.039915966,"2005-11-08","2005-11-10","SELL",9.504,96.0
23991,5127,"ATRO",1.037788663,"2006-04-28","2006-05-01","SELL",14.2368,96.0
24204,5127,"ATRO",1.035333333,"2006-05-11","2006-05-15","SELL",14.9088,96.0
24762,5127,"ATRO",1.033333333,"2006-06-29","2006-06-30","SELL",13.392,108.0
25232,5127,"ATRO",1.091954023,"2006-08-03","2006-08-15","SELL",15.39,108.0
