"id","ticker_id","ticker_symbol","open_pct_of_previous_high","price_date","trade_date","position","price","value"
53239,3318,"AA",1.027614571,"2010-01-11","2010-01-12","SELL",16.25,92.910234419668381932532875929
53572,3318,"AA",1.027632562,"2010-02-02","2010-02-04","SELL",13.2096,96.0
55303,3318,"AA",1.025550661,"2010-05-26","2010-06-02","SELL",11.1744,96.0
56045,3318,"AA",1.029090909,"2010-07-13","2010-07-14","SELL",10.8672,96.0
57982,3318,"AA",1.020645161,"2011-01-03","2011-01-14","SELL",15.97,100.948166877370417193426042984
61421,3318,"AA",1.028708134,"2011-09-27","2011-09-28","SELL",10.32,96.0
62658,3318,"AA",1.045977011,"2011-10-27","2011-11-01","SELL",10.4832,96.0
63976,3318,"AA",1.033039648,"2011-11-28","2011-12-09","SELL",9.64,102.771855010660980810234541578
65711,3318,"AA",1.033526012,"2012-01-03","2012-01-10","SELL",9.6552,108.0
66041,3318,"AA",1.023206751,"2012-01-10","2012-01-24","SELL",10.27,105.876288659793814432989690722
67201,3318,"AA",1.030051813,"2012-04-11","2012-04-23","SELL",9.5424,96.0
70865,3318,"AA",1.021864212,"2013-01-02","2013-01-15","SELL",8.92,100.450450450450450450450450451
10508,4935,"AAON",1.029133285,"2003-05-02","2003-05-09","SELL",15.2604,108.0
10974,4935,"AAON",1.025806452,"2003-06-04","2003-06-05","SELL",17.2,108.176100628930817610062893082
12026,4935,"AAON",1.030786146,"2003-08-08","2003-08-11","SELL",18.0,96.0
13934,4935,"AAON",1.02388535,"2003-12-29","2003-12-30","SELL",18.5184,96.0
14413,4935,"AAON",1.020417633,"2004-01-26","2004-01-27","SELL",21.1104,96.0
14595,4935,"AAON",1.036979167,"2004-02-09","2004-02-10","SELL",19.1136,96.0
16977,4935,"AAON",1.026903263,"2004-09-03","2004-09-07","SELL",17.2224,96.0
17112,4935,"AAON",1.027027027,"2004-09-17","2004-09-21","SELL",18.24,96.0
18041,4935,"AAON",1.02344232,"2004-11-26","2004-11-29","SELL",15.9264,96.0
26182,4935,"AAON",1.048598949,"2006-11-08","2006-11-10","SELL",25.866,108.0
28219,4935,"AAON",1.034021407,"2007-05-09","2007-05-11","SELL",29.214,108.0
28944,4935,"AAON",1.040926396,"2007-07-12","2007-07-25","SELL",31.4976,96.0
29279,4935,"AAON",1.024832856,"2007-08-02","2007-08-08","SELL",34.7652,108.0
29549,4935,"AAON",1.047115385,"2007-08-17","2007-08-20","SELL",31.3632,96.0
34988,4935,"AAON",1.020654912,"2008-06-30","2008-07-01","SELL",19.23,94.916090819348469891411648569
35893,4935,"AAON",1.04743519,"2008-08-06","2008-08-08","SELL",20.5092,108.0
45107,4935,"AAON",1.047120419,"2009-03-11","2009-03-12","SELL",17.28,96.0
49469,4935,"AAON",1.024952015,"2009-07-02","2009-07-06","SELL",20.18,94.475655430711610486891385768
50596,4935,"AAON",1.027364378,"2009-08-12","2009-08-25","SELL",21.95,102.570093457943925233644859813
62659,4935,"AAON",1.025436409,"2011-10-27","2011-10-28","SELL",22.2048,108.0
63977,4935,"AAON",1.034950443,"2011-11-28","2011-11-30","SELL",21.4272,108.0
64420,4935,"AAON",1.026803119,"2011-11-30","2011-12-13","SELL",20.51,97.342192691029900332225913621
69294,4935,"AAON",1.030526316,"2012-08-08","2012-08-13","SELL",18.7968,96.0
70866,4935,"AAON",1.021002387,"2013-01-02","2013-01-15","SELL",22.31,104.301075268817204301075268817
10706,3286,"AAP",1.072300469,"2003-05-15","2003-05-29","SELL",59.1,103.502626970227670753064798599
17480,3286,"AAP",1.103746398,"2004-10-20","2004-11-02","SELL",38.9,101.566579634464751958224543081
18320,3286,"AAP",1.026258733,"2004-12-22","2005-01-05","SELL",43.34,101.737089201877934272300469484
18900,3286,"AAP",1.102678571,"2005-02-17","2005-03-03","SELL",51.9,105.060728744939271255060728745
19874,3286,"AAP",1.060496939,"2005-05-19","2005-06-02","SELL",61.01,103.582342954159592529711375212
21721,3286,"AAP",1.030729834,"2005-11-03","2005-11-16","SELL",39.27,97.565217391304347826086956522
23113,3286,"AAP",1.052753355,"2006-02-17","2006-02-21","SELL",41.85,91.978021978021978021978021978
23257,3286,"AAP",1.022076092,"2006-03-02","2006-03-09","SELL",41.7792,96.0
24158,3286,"AAP",1.03115727,"2006-05-09","2006-05-15","SELL",40.032,96.0
26439,3286,"AAP",1.022484542,"2006-12-06","2006-12-19","SELL",35.65,97.993402968664101154480483782
27950,3286,"AAP",1.04368932,"2007-04-25","2007-04-30","SELL",41.28,96.0
28205,3286,"AAP",1.035326087,"2007-05-08","2007-05-15","SELL",40.2336,96.0
31831,3286,"AAP",1.035464665,"2007-12-07","2007-12-12","SELL",38.4,96.0
31878,3286,"AAP",1.020802005,"2007-12-11","2007-12-12","SELL",39.1008,96.0
33636,3286,"AAP",1.021878646,"2008-04-01","2008-04-14","SELL",33.76,96.374536111904082215244076506
34514,3286,"AAP",1.102578797,"2008-05-16","2008-05-30","SELL",40.3,104.72972972972972972972972973
48396,3286,"AAP",1.023549001,"2009-05-19","2009-06-02","SELL",45.15,104.926795259121543109458517313
55282,3286,"AAP",1.037650602,"2010-05-20","2010-06-03","SELL",51.49,106.759278457391664938834750156
60698,3286,"AAP",1.094321276,"2011-08-11","2011-08-24","SELL",59.14,105.100408743557846099164741425
66220,3286,"AAP",1.020915388,"2012-01-19","2012-02-01","SELL",76.66,101.982173739523746175335905281
66721,3286,"AAP",1.048616305,"2012-02-16","2012-03-01","SELL",85.98,102.211126961483594864479315264
71970,3286,"AAP",1.087430206,"2013-02-07","2013-02-21","SELL",79.06,99.010644959298685034439574202
14216,5082,"AAPL",1.029166667,"2004-01-13","2004-01-15","SELL",23.4,94.736842105263157894736842105
15416,5082,"AAPL",1.064647211,"2004-04-15","2004-04-20","SELL",27.6672,96.0
16433,5082,"AAPL",1.089756423,"2004-07-15","2004-07-21","SELL",31.3536,96.0
17421,5082,"AAPL",1.086267606,"2004-10-14","2004-10-18","SELL",46.6452,108.0
17986,5082,"AAPL",1.085925145,"2004-11-22","2004-11-29","SELL",67.41,109.077669902912621359223300971
18062,5082,"AAPL",1.048509732,"2004-11-29","2004-12-02","SELL",66.192,96.0
18495,5082,"AAPL",1.118512898,"2005-01-13","2005-01-14","SELL",70.7616,96.0
18882,5082,"AAPL",1.022054488,"2005-02-15","2005-02-28","SELL",45.14,52.088622201707823678744518809
20372,5082,"AAPL",1.059480519,"2005-07-14","2005-07-25","SELL",44.0532,108.0
22515,5082,"AAPL",1.023812431,"2006-01-11","2006-01-19","SELL",80.4864,96.0
23665,5082,"AAPL",1.040019286,"2006-04-05","2006-04-06","SELL",69.8868,108.0
23824,5082,"AAPL",1.037462687,"2006-04-20","2006-04-21","SELL",66.7296,96.0
24958,5082,"AAPL",1.106753813,"2006-07-20","2006-07-31","SELL",66.28,108.727034120734908136482939633
25913,5082,"AAPL",1.051612047,"2006-10-19","2006-11-01","SELL",79.16,99.873832954832197829926823114
26609,5082,"AAPL",1.033230769,"2006-12-29","2007-01-09","SELL",90.666,108.0
27980,5082,"AAPL",1.064779874,"2007-04-26","2007-05-09","SELL",106.88,105.217562512305571962984839535
28679,5082,"AAPL",1.021629237,"2007-06-18","2007-06-29","SELL",122.04,98.994159636599610642439974043
29140,5082,"AAPL",1.054567794,"2007-07-26","2007-07-30","SELL",140.0736,96.0
29550,5082,"AAPL",1.029620253,"2007-08-17","2007-08-22","SELL",131.7708,108.0
30524,5082,"AAPL",1.035449735,"2007-09-10","2007-09-21","SELL",144.15,105.226658880210234323673260822
30978,5082,"AAPL",1.078101772,"2007-10-23","2007-10-24","SELL",181.0176,96.0
31459,5082,"AAPL",1.036144578,"2007-11-14","2007-11-15","SELL",169.59,95.727026416798374350869270716
33115,5082,"AAPL",1.033726128,"2008-02-28","2008-03-03","SELL",122.112,96.0
49958,5082,"AAPL",1.028416868,"2009-07-22","2009-08-04","SELL",165.55,104.91792889283224538944166297
51951,5082,"AAPL",1.055789474,"2009-10-20","2009-10-28","SELL",192.576,96.0
54500,5082,"AAPL",1.038314945,"2010-04-21","2010-05-04","SELL",258.68,99.953632148377125193199381762
55501,5082,"AAPL",1.021662925,"2010-05-28","2010-06-08","SELL",249.0144,96.0
56110,5082,"AAPL",1.04820087,"2010-07-21","2010-08-03","SELL",261.93,98.807952016296352182277717002
59387,5082,"AAPL",1.026753435,"2011-04-21","2011-05-05","SELL",346.75,97.676056338028169014
60328,5082,"AAPL",1.046137594,"2011-07-20","2011-08-02","SELL",388.91,98.17984449156821165303443401
62340,5082,"AAPL",1.02056656,"2011-10-14","2011-10-19","SELL",400.1568,96.0
66319,5082,"AAPL",1.069019054,"2012-01-25","2012-02-07","SELL",468.83,103.166534636035560249977994895
67347,5082,"AAPL",1.084465113,"2012-04-25","2012-04-30","SELL",591.0144,96.0
70419,5082,"AAPL",1.020207547,"2012-11-19","2012-11-26","SELL",583.9668,108.0
70867,5082,"AAPL",1.034404184,"2013-01-02","2013-01-04","SELL",531.6672,96.0
16857,3289,"AAV",1.026554857,"2004-08-19","2004-09-01","SELL",15.13,102.995234853641933287950987067
17550,3289,"AAV",1.027952082,"2004-10-25","2004-10-28","SELL",17.2992,96.0
17755,3289,"AAV",1.02183908,"2004-11-04","2004-11-17","SELL",17.78,100.0
18260,3289,"AAV",1.020231214,"2004-12-15","2004-12-29","SELL",18.29,103.626062322946175637393767705
19292,3289,"AAV",1.02480916,"2005-03-31","2005-04-05","SELL",15.4656,96.0
19445,3289,"AAV",1.020666667,"2005-04-19","2005-04-29","SELL",14.6976,96.0
19922,3289,"AAV",1.028231798,"2005-05-24","2005-06-07","SELL",13.52,97.687861271676300578034682081
20107,3289,"AAV",1.027417027,"2005-06-14","2005-06-27","SELL",14.37,100.912921348314606741573033708
20119,3289,"AAV",1.028050491,"2005-06-15","2005-06-23","SELL",14.0736,96.0
20132,3289,"AAV",1.022510232,"2005-06-16","2005-06-23","SELL",14.3904,96.0
20307,3289,"AAV",1.020714286,"2005-07-07","2005-07-20","SELL",14.93,104.478656403079076277116864941
20346,3289,"AAV",1.023303633,"2005-07-12","2005-07-18","SELL",14.3328,96.0
20794,3289,"AAV",1.026797386,"2005-08-19","2005-09-01","SELL",16.9668,108.0
21056,3289,"AAV",1.024571429,"2005-09-19","2005-09-26","SELL",17.2128,96.0
21178,3289,"AAV",1.025784753,"2005-09-28","2005-10-04","SELL",19.764,108.0
21274,3289,"AAV",1.020648968,"2005-10-07","2005-10-11","SELL",16.608,96.0
21557,3289,"AAV",1.042270531,"2005-10-25","2005-10-28","SELL",16.5696,96.0
21870,3289,"AAV",1.027568922,"2005-11-14","2005-11-15","SELL",17.712,108.0
21975,3289,"AAV",1.021176471,"2005-11-21","2005-12-02","SELL",18.7488,108.0
21992,3289,"AAV",1.024712644,"2005-11-22","2005-12-02","SELL",19.2564,108.0
22019,3289,"AAV",1.021727019,"2005-11-25","2005-12-02","SELL",19.8072,108.0
22178,3289,"AAV",1.024402644,"2005-12-12","2005-12-20","SELL",19.344,96.0
22920,3289,"AAV",1.021582734,"2006-02-06","2006-02-07","SELL",20.448,96.0
23136,3289,"AAV",1.038696538,"2006-02-21","2006-02-27","SELL",19.584,96.0
24600,3289,"AAV",1.027932961,"2006-06-15","2006-06-26","SELL",17.664,96.0
25880,3289,"AAV",1.025738077,"2006-10-17","2006-10-30","SELL",13.7,101.107011070110701107011070111
26666,3289,"AAV",1.026666667,"2007-01-08","2007-01-09","SELL",10.3488,96.0
29460,3289,"AAV",1.020833333,"2007-08-13","2007-08-15","SELL",11.76,96.0
44952,3289,"AAV",1.028708134,"2009-03-09","2009-03-10","SELL",2.064,96.0
45265,3289,"AAV",1.034482759,"2009-03-13","2009-03-16","SELL",2.62,109.166666666666666666666666667
46060,3289,"AAV",1.036290323,"2009-04-02","2009-04-06","SELL",2.4672,96.0
48049,3289,"AAV",1.039156627,"2009-05-07","2009-05-11","SELL",3.312,96.0
54738,3289,"AAV",1.020833333,"2010-05-10","2010-05-17","SELL",6.1152,96.0
61060,3289,"AAV",1.024029575,"2011-09-07","2011-09-08","SELL",5.3184,96.0
62341,3289,"AAV",1.028077754,"2011-10-14","2011-10-17","SELL",4.5696,96.0
62660,3289,"AAV",1.028846154,"2011-10-27","2011-11-01","SELL",5.1,95.327102803738317757009345794
64421,3289,"AAV",1.024498886,"2011-11-30","2011-12-07","SELL",4.416,96.0
67348,3289,"AAV",1.020689655,"2012-04-25","2012-04-26","SELL",3.1968,108.0
67956,3289,"AAV",1.03030303,"2012-06-07","2012-06-08","SELL",2.86,93.464052287581699346405228759
68173,3289,"AAV",1.032142857,"2012-06-28","2012-07-03","SELL",3.1212,108.0
69470,3289,"AAV",1.096969697,"2012-08-23","2012-08-29","SELL",3.4752,96.0
69955,3289,"AAV",1.054123711,"2012-10-17","2012-10-18","SELL",3.9264,96.0
71952,3289,"AAV",1.033670034,"2013-02-06","2013-02-20","SELL",2.9472,96.0
72402,3289,"AAV",1.047169811,"2013-03-14","2013-03-27","SELL",3.56,106.906906906906906906906906907
72506,3289,"AAV",1.030812325,"2013-03-28","2013-04-03","SELL",3.5328,96.0
73161,3289,"AAV",1.046272494,"2013-05-21","2013-05-24","SELL",4.3956,108.0
73170,3289,"AAV",1.021582734,"2013-05-22","2013-06-05","SELL",4.25,99.76525821596244131455399061
21993,5138,"AAWW",1.023076923,"2005-11-22","2005-12-01","SELL",35.91,108.0
22516,5138,"AAWW",1.022727273,"2006-01-11","2006-01-25","SELL",44.5,98.888888888888888889
24230,5138,"AAWW",1.021,"2006-05-16","2006-05-17","SELL",49.008,96.0
24278,5138,"AAWW",1.030612245,"2006-05-22","2006-05-23","SELL",48.48,96.0
24427,5138,"AAWW",1.020408163,"2006-05-30","2006-06-12","SELL",48.0,96.0
25358,5138,"AAWW",1.030690537,"2006-08-15","2006-08-28","SELL",42.7,105.955334987593052109181141439
25870,5138,"AAWW",1.035691523,"2006-10-16","2006-10-17","SELL",46.8,96.0
27346,5138,"AAWW",1.052421053,"2007-03-08","2007-03-21","SELL",53.9892,108.0
46061,5138,"AAWW",1.032132964,"2009-04-02","2009-04-03","SELL",20.1204,108.0
46669,5138,"AAWW",1.025164114,"2009-04-09","2009-04-13","SELL",20.3,108.324439701173959445037353255
47869,5138,"AAWW",1.073876872,"2009-05-05","2009-05-07","SELL",30.9792,96.0
50409,5138,"AAWW",1.038113208,"2009-08-05","2009-08-14","SELL",26.4096,96.0
52212,5138,"AAWW",1.027413127,"2009-11-04","2009-11-11","SELL",28.7388,108.0
53328,5138,"AAWW",1.042321338,"2010-01-13","2010-01-15","SELL",39.4848,96.0
53934,5138,"AAWW",1.030538173,"2010-02-24","2010-02-26","SELL",44.4636,108.0
54708,5138,"AAWW",1.026126126,"2010-05-05","2010-05-06","SELL",54.672,96.0
56071,5138,"AAWW",1.022385321,"2010-07-14","2010-07-19","SELL",53.4912,96.0
56887,5138,"AAWW",1.095429837,"2010-09-21","2010-09-30","SELL",52.2336,96.0
57298,5138,"AAWW",1.046176855,"2010-11-01","2010-11-04","SELL",60.4368,108.0
58520,5138,"AAWW",1.071011156,"2011-02-14","2011-02-15","SELL",65.3184,108.0
62661,5138,"AAWW",1.030287733,"2011-10-27","2011-10-31","SELL",39.1872,96.0
64422,5138,"AAWW",1.033279656,"2011-11-30","2011-12-01","SELL",41.58,108.0
66346,5138,"AAWW",1.022823898,"2012-01-26","2012-02-01","SELL",49.3668,108.0
67548,5138,"AAWW",1.091717856,"2012-05-03","2012-05-09","SELL",49.4784,96.0
68031,5138,"AAWW",1.02555629,"2012-06-11","2012-06-12","SELL",44.688,96.0
69151,5138,"AAWW",1.048541576,"2012-08-02","2012-08-03","SELL",52.0236,108.0
70868,5138,"AAWW",1.026600541,"2013-01-02","2013-01-15","SELL",43.7184,96.0
72911,5138,"AAWW",1.071201694,"2013-05-02","2013-05-06","SELL",43.7076,108.0
72982,5138,"AAWW",1.022310016,"2013-05-06","2013-05-17","SELL",46.09,104.773812230052284610138667879
9365,3329,"AB",1.025544703,"2003-03-13","2003-03-19","SELL",29.484,108.0
10903,3329,"AB",1.044034091,"2003-06-02","2003-06-13","SELL",37.46,101.931972789115646258503401361
13283,3329,"AB",1.026307243,"2003-11-07","2003-11-11","SELL",30.336,96.0
14511,3329,"AB",1.025675676,"2004-02-03","2004-02-09","SELL",36.432,96.0
18901,3329,"AB",1.039583333,"2005-02-17","2005-02-18","SELL",47.904,96.0
21628,3329,"AB",1.026061776,"2005-10-31","2005-11-11","SELL",54.1,101.787394167450611476952022578
22534,3329,"AB",1.042358804,"2006-01-12","2006-01-18","SELL",60.24,96.0
26853,3329,"AB",1.042997543,"2007-01-25","2007-01-26","SELL",89.6544,96.0
28719,3329,"AB",1.020280988,"2007-06-20","2007-06-22","SELL",86.448,96.0
29551,3329,"AB",1.03125,"2007-08-17","2007-08-20","SELL",79.2,96.0
33079,3329,"AB",1.026685393,"2008-02-26","2008-02-29","SELL",63.1584,96.0
35275,3329,"AB",1.036344538,"2008-07-17","2008-07-21","SELL",53.2764,108.0
46670,3329,"AB",1.034380557,"2009-04-09","2009-04-13","SELL",18.846,108.0
49633,3329,"AB",1.025115325,"2009-07-15","2009-07-20","SELL",21.6,108.0
52131,3329,"AB",1.021969697,"2009-10-30","2009-11-06","SELL",25.9008,96.0
54739,3329,"AB",1.040672269,"2010-05-10","2010-05-11","SELL",29.7216,96.0
55304,3329,"AB",1.031953522,"2010-05-26","2010-06-08","SELL",27.2832,96.0
60204,3329,"AB",1.040858018,"2011-07-05","2011-07-06","SELL",19.34,94.896957801766437684003925417
60651,3329,"AB",1.183279743,"2011-08-09","2011-08-10","SELL",14.42,78.369565217391304347826086957
64423,3329,"AB",1.02661597,"2011-11-30","2011-12-13","SELL",13.24,98.074074074074074074074074074
69350,3329,"AB",1.027178257,"2012-08-10","2012-08-23","SELL",13.31,103.579766536964980544747081713
69471,3329,"AB",1.06095679,"2012-08-23","2012-09-06","SELL",14.39,104.654545454545454545454545455
70075,3329,"AB",1.071964956,"2012-10-25","2012-11-01","SELL",16.4448,96.0
11526,4937,"ABAX",1.032592593,"2003-07-09","2003-07-10","SELL",6.6912,96.0
12061,4937,"ABAX",1.022346369,"2003-08-12","2003-08-13","SELL",8.784,96.0
12888,4937,"ABAX",1.023549684,"2003-10-15","2003-10-16","SELL",17.1072,96.0
13424,4937,"ABAX",1.048109966,"2003-11-21","2003-11-24","SELL",19.764,108.0
13706,4937,"ABAX",1.098204857,"2003-12-15","2003-12-16","SELL",19.28,92.692307692307692307692307692
14414,4937,"ABAX",1.03880597,"2004-01-26","2004-01-27","SELL",22.5504,108.0
14550,4937,"ABAX",1.022099448,"2004-02-05","2004-02-06","SELL",17.76,96.0
14855,4937,"ABAX",1.020573904,"2004-02-26","2004-03-10","SELL",18.096,96.0
14895,4937,"ABAX",1.020333681,"2004-03-01","2004-03-02","SELL",18.7872,96.0
17493,4937,"ABAX",1.027047913,"2004-10-21","2004-10-25","SELL",12.7584,96.0
19319,4937,"ABAX",1.021158129,"2005-04-01","2005-04-04","SELL",8.8032,96.0
23453,4937,"ABAX",1.061869241,"2006-03-20","2006-03-21","SELL",23.232,96.0
26878,4937,"ABAX",1.051685393,"2007-01-26","2007-01-29","SELL",20.5,109.508547008547008547008547009
29552,4937,"ABAX",1.026082677,"2007-08-17","2007-08-28","SELL",20.016,96.0
30777,4937,"ABAX",1.025062657,"2007-10-04","2007-10-17","SELL",24.8,101.059494702526487367563162184
44973,4937,"ABAX",1.040337146,"2009-03-10","2009-03-18","SELL",18.6624,108.0
50246,4937,"ABAX",1.108181818,"2009-07-31","2009-08-03","SELL",26.5,108.695652173913043478260869565
53722,4937,"ABAX",1.033741038,"2010-02-11","2010-02-25","SELL",25.33,103.345573235414116687066503468
54740,4937,"ABAX",1.023178808,"2010-05-10","2010-05-20","SELL",23.7312,96.0
61422,4937,"ABAX",1.02294686,"2011-09-27","2011-09-28","SELL",24.3936,96.0
67448,4937,"ABAX",1.03145917,"2012-04-27","2012-04-30","SELL",35.58,115.444516547696301103179753407
70869,4937,"ABAX",1.022329836,"2013-01-02","2013-01-15","SELL",39.15,103.026315789473684211
71886,4937,"ABAX",1.0375,"2013-02-01","2013-02-14","SELL",43.44,104.67469879518072289156626506
11016,3369,"ABC",1.02048445,"2003-06-06","2003-06-19","SELL",67.9,99.487179487179487179487179487
13250,3369,"ABC",1.069669247,"2003-11-05","2003-11-18","SELL",63.81,104.950657894736842105263157895
21179,3369,"ABC",1.022110163,"2005-09-28","2005-10-05","SELL",75.888,96.0
26490,3369,"ABC",1.02915952,"2006-12-13","2006-12-18","SELL",46.08,96.0
26826,3369,"ABC",1.038557214,"2007-01-24","2007-01-25","SELL",54.108,108.0
29063,3369,"ABC",1.035251216,"2007-07-20","2007-07-23","SELL",49.056,96.0
29141,3369,"ABC",1.072057646,"2007-07-26","2007-07-27","SELL",47.97,89.563106796116504854368932039
29553,3369,"ABC",1.036080178,"2007-08-17","2007-08-30","SELL",47.17,101.397248495270851246775580396
34037,3369,"ABC",1.021419976,"2008-04-23","2008-04-24","SELL",40.4,95.193213949104618284637134779
35554,3369,"ABC",1.04123969,"2008-07-24","2008-08-06","SELL",42.22,101.344215074411905904944791167
47347,3369,"ABC",1.05444379,"2009-04-17","2009-04-21","SELL",34.3968,96.0
47415,3369,"ABC",1.043171558,"2009-04-23","2009-04-24","SELL",35.4912,96.0
50121,3369,"ABC",1.034465021,"2009-07-29","2009-08-03","SELL",19.3056,96.0
50383,3369,"ABC",1.022635815,"2009-08-04","2009-08-17","SELL",20.25,99.606492867683226758484997541
51565,3369,"ABC",1.028959276,"2009-09-30","2009-10-02","SELL",21.8304,96.0
52180,3369,"ABC",1.045855379,"2009-11-03","2009-11-16","SELL",24.52,103.372681281618887015177065767
54517,3369,"ABC",1.022883295,"2010-04-22","2010-05-05","SELL",31.03,99.169063598593799936081815276
60450,3369,"ABC",1.043879332,"2011-07-28","2011-07-29","SELL",38.85,92.787198471459278719847145928
61423,3369,"ABC",1.023870637,"2011-09-27","2011-09-29","SELL",38.2944,96.0
72429,3369,"ABC",1.055886583,"2013-03-19","2013-04-02","SELL",52.41,101.984821949795680093403385873
11017,5101,"ABFS",1.049019608,"2003-06-06","2003-06-09","SELL",25.68,96.0
11492,5101,"ABFS",1.130041152,"2003-07-08","2003-07-17","SELL",26.3616,96.0
16177,5101,"ABFS",1.035392535,"2004-06-15","2004-06-28","SELL",32.1,99.751398384089496581727781231
16490,5101,"ABFS",1.061682243,"2004-07-20","2004-08-02","SELL",36.11,105.956572769953051643192488263
