"id","ticker_id","ticker_symbol","price_date","trade_date","position","price","value"
9602,5095,"ACAT","2003-03-21","2003-03-25","HOLD",16.17,100.372439478584729981378026071
9602,5095,"ACAT","2003-03-21","2003-03-26","HOLD",16.3,101.179391682184978274363749224
9602,5095,"ACAT","2003-03-21","2003-03-27","HOLD",16.06,99.689633767846058348851644942
9602,5095,"ACAT","2003-03-21","2003-03-28","HOLD",15.69,97.392923649906890130353817505
9602,5095,"ACAT","2003-03-21","2003-03-31","SELL",15.4656,96.0
44975,3352,"ACC","2009-03-10","2009-03-10","BUY",16.33,100.0
44975,3352,"ACC","2009-03-10","2009-03-11","SELL",17.6364,108.0
11690,4946,"ACCL","2003-07-21","2003-07-21","BUY",10.3,100.0
11690,4946,"ACCL","2003-07-21","2003-07-22","SELL",9.888,96.0
25661,3275,"ACCO","2006-09-22","2006-09-22","BUY",21.66,100.0
25661,3275,"ACCO","2006-09-22","2006-09-25","HOLD",21.72,100.277008310249307479224376731
25661,3275,"ACCO","2006-09-22","2006-09-26","HOLD",21.97,101.431209602954755309325946445
25661,3275,"ACCO","2006-09-22","2006-09-27","HOLD",22.45,103.647276084949215143120960295
25661,3275,"ACCO","2006-09-22","2006-09-28","HOLD",22.45,103.647276084949215143120960295
25661,3275,"ACCO","2006-09-22","2006-09-29","HOLD",22.26,102.770083102493074792243767314
25661,3275,"ACCO","2006-09-22","2006-10-02","HOLD",22.21,102.53924284395198522622345337
25661,3275,"ACCO","2006-09-22","2006-10-03","HOLD",22.41,103.462603878116343490304709141
25661,3275,"ACCO","2006-09-22","2006-10-04","HOLD",22.54,104.062788550323176361957525392
25661,3275,"ACCO","2006-09-22","2006-10-05","SELL",22.63,104.478301015697137580794090489
9772,3278,"ACE","2003-04-02","2003-04-02","BUY",30.25,100.0
9772,3278,"ACE","2003-04-02","2003-04-03","HOLD",30.55,100.991735537190082644628099174
9772,3278,"ACE","2003-04-02","2003-04-04","HOLD",31.71,104.826446280991735537190082645
9772,3278,"ACE","2003-04-02","2003-04-07","SELL",32.67,108.0
11989,5094,"ACGL","2003-08-05","2003-08-05","BUY",33.4,100.0
11989,5094,"ACGL","2003-08-05","2003-08-06","HOLD",33.64,100.718562874251497005988023952
11989,5094,"ACGL","2003-08-05","2003-08-07","HOLD",33.75,101.047904191616766467065868263
11989,5094,"ACGL","2003-08-05","2003-08-08","HOLD",33.97,101.706586826347305389221556886
11989,5094,"ACGL","2003-08-05","2003-08-11","HOLD",34.32,102.75449101796407185628742515
11989,5094,"ACGL","2003-08-05","2003-08-12","HOLD",34.1,102.095808383233532934131736527
11989,5094,"ACGL","2003-08-05","2003-08-13","HOLD",34.09,102.065868263473053892215568862
11989,5094,"ACGL","2003-08-05","2003-08-14","HOLD",34.57,103.502994011976047904191616766
11989,5094,"ACGL","2003-08-05","2003-08-15","HOLD",34.3,102.69461077844311377245508982
11989,5094,"ACGL","2003-08-05","2003-08-18","SELL",35.05,104.940119760479041916167664671
10996,4941,"ACHC","2003-06-05","2003-06-05","BUY",0.8,100.0
10996,4941,"ACHC","2003-06-05","2003-06-06","SELL",0.75,93.75
11691,3400,"ACI","2003-07-21","2003-07-21","BUY",23.0,100.0
11691,3400,"ACI","2003-07-21","2003-07-22","SELL",22.08,96.0
9603,4952,"ACIW","2003-03-21","2003-03-21","BUY",6.5,100.0
9603,4952,"ACIW","2003-03-21","2003-03-24","SELL",6.24,96.0
29561,3291,"ACM","2007-08-17","2007-08-17","BUY",25.61,100.0
29561,3291,"ACM","2007-08-17","2007-08-20","SELL",24.5856,96.0
67907,3274,"ACMP","2012-06-06","2012-06-06","BUY",25.45,100.0
67907,3274,"ACMP","2012-06-06","2012-06-07","HOLD",25.07,98.506876227897838899803536346
67907,3274,"ACMP","2012-06-06","2012-06-08","HOLD",26.18,102.868369351669941060903732809
67907,3274,"ACMP","2012-06-06","2012-06-11","HOLD",26.28,103.261296660117878192534381139
67907,3274,"ACMP","2012-06-06","2012-06-12","HOLD",26.38,103.65422396856581532416502947
67907,3274,"ACMP","2012-06-06","2012-06-13","HOLD",26.57,104.400785854616895874263261297
67907,3274,"ACMP","2012-06-06","2012-06-14","HOLD",26.56,104.361493123772102161100196464
67907,3274,"ACMP","2012-06-06","2012-06-15","SELL",27.486,108.0
9936,3273,"ACN","2003-04-07","2003-04-07","BUY",16.15,100.0
9936,3273,"ACN","2003-04-07","2003-04-08","SELL",15.3,94.736842105263157894736842105
11571,3345,"ACO","2003-07-14","2003-07-14","BUY",9.35,100.0
11571,3345,"ACO","2003-07-14","2003-07-15","HOLD",9.6,102.673796791443850267379679144
11571,3345,"ACO","2003-07-14","2003-07-16","HOLD",9.75,104.278074866310160427807486632
11571,3345,"ACO","2003-07-14","2003-07-17","HOLD",9.43,100.855614973262032085561497326
11571,3345,"ACO","2003-07-14","2003-07-18","HOLD",9.59,102.566844919786096256684491979
11571,3345,"ACO","2003-07-14","2003-07-21","HOLD",9.47,101.283422459893048128342245989
11571,3345,"ACO","2003-07-14","2003-07-22","HOLD",9.02,96.470588235294117647058823529
11571,3345,"ACO","2003-07-14","2003-07-23","SELL",8.976,96.0
23989,4954,"ACOR","2006-04-28","2006-04-28","BUY",5.1,100.0
23989,4954,"ACOR","2006-04-28","2006-05-01","SELL",4.896,96.0
9604,3280,"ACT","2003-03-21","2003-03-21","BUY",28.9,100.0
9604,3280,"ACT","2003-03-21","2003-03-24","HOLD",28.24,97.716262975778546712802768166
9604,3280,"ACT","2003-03-21","2003-03-25","HOLD",29.2,101.038062283737024221453287197
9604,3280,"ACT","2003-03-21","2003-03-26","HOLD",28.91,100.034602076124567474048442907
9604,3280,"ACT","2003-03-21","2003-03-27","HOLD",29.43,101.833910034602076124567474048
9604,3280,"ACT","2003-03-21","2003-03-28","HOLD",29.15,100.865051903114186851211072664
9604,3280,"ACT","2003-03-21","2003-03-31","HOLD",28.77,99.550173010380622837370242215
9604,3280,"ACT","2003-03-21","2003-04-01","HOLD",28.75,99.480968858131487889273356401
9604,3280,"ACT","2003-03-21","2003-04-02","HOLD",29.4,101.730103806228373702422145329
9604,3280,"ACT","2003-03-21","2003-04-03","SELL",29.37,101.626297577854671280276816609
10235,4940,"ACTG","2003-04-17","2003-04-17","BUY",1.2,100.0
10235,4940,"ACTG","2003-04-17","2003-04-21","SELL",1.152,96.0
12009,4961,"ACXM","2003-08-07","2003-08-07","BUY",16.16,100.0
12009,4961,"ACXM","2003-08-07","2003-08-08","SELL",15.5136,96.0
9467,4965,"ADBE","2003-03-14","2003-03-14","BUY",30.28,100.0
9467,4965,"ADBE","2003-03-14","2003-03-17","SELL",32.7024,108.0
9937,5064,"ADI","2003-04-07","2003-04-07","BUY",30.43,100.0
9937,5064,"ADI","2003-04-07","2003-04-08","SELL",29.2128,96.0
13197,3401,"ADM","2003-10-31","2003-10-31","BUY",14.0,100.0
13197,3401,"ADM","2003-10-31","2003-11-03","HOLD",14.54,103.857142857142857143
13197,3401,"ADM","2003-10-31","2003-11-04","HOLD",14.42,103.0
13197,3401,"ADM","2003-10-31","2003-11-05","HOLD",14.35,102.5
13197,3401,"ADM","2003-10-31","2003-11-06","HOLD",14.35,102.5
13197,3401,"ADM","2003-10-31","2003-11-07","HOLD",14.28,102.0
13197,3401,"ADM","2003-10-31","2003-11-10","HOLD",14.18,101.285714285714285714
13197,3401,"ADM","2003-10-31","2003-11-11","HOLD",14.26,101.857142857142857143
13197,3401,"ADM","2003-10-31","2003-11-12","HOLD",14.44,103.142857142857142857
13197,3401,"ADM","2003-10-31","2003-11-13","SELL",14.3,102.142857142857142857
9773,5152,"ADP","2003-04-02","2003-04-02","BUY",32.44,100.0
9773,5152,"ADP","2003-04-02","2003-04-03","SELL",31.1424,96.0
9605,3327,"ADS","2003-03-21","2003-03-21","BUY",16.9,100.0
9605,3327,"ADS","2003-03-21","2003-03-24","HOLD",17.51,103.609467455621301775147928994
9605,3327,"ADS","2003-03-21","2003-03-25","HOLD",17.2,101.775147928994082840236686391
9605,3327,"ADS","2003-03-21","2003-03-26","HOLD",16.99,100.532544378698224852071005917
9605,3327,"ADS","2003-03-21","2003-03-27","HOLD",16.85,99.704142011834319526627218935
9605,3327,"ADS","2003-03-21","2003-03-28","HOLD",17.1,101.18343195266272189349112426
9605,3327,"ADS","2003-03-21","2003-03-31","HOLD",17.0,100.59171597633136094674556213
9605,3327,"ADS","2003-03-21","2003-04-01","HOLD",17.05,100.887573964497041420118343195
9605,3327,"ADS","2003-03-21","2003-04-02","HOLD",17.9,105.917159763313609467455621302
9605,3327,"ADS","2003-03-21","2003-04-03","SELL",17.72,104.852071005917159763313609467
9368,5151,"ADSK","2003-03-13","2003-03-13","BUY",15.2,100.0
9368,5151,"ADSK","2003-03-13","2003-03-14","SELL",14.592,96.0
70076,3285,"ADT","2012-10-25","2012-10-25","BUY",39.75,100.0
70076,3285,"ADT","2012-10-25","2012-10-26","HOLD",41.86,105.308176100628930817610062893
70076,3285,"ADT","2012-10-25","2012-10-31","HOLD",41.51,104.427672955974842767295597484
70076,3285,"ADT","2012-10-25","2012-11-01","HOLD",41.28,103.849056603773584905660377358
70076,3285,"ADT","2012-10-25","2012-11-02","SELL",42.93,108.0
9520,4966,"ADTN","2003-03-18","2003-03-18","BUY",33.96,100.0
9520,4966,"ADTN","2003-03-18","2003-03-19","HOLD",34.04,100.23557126030624263839811543
9520,4966,"ADTN","2003-03-18","2003-03-20","SELL",36.6768,108.0
13709,4970,"ADVS","2003-12-15","2003-12-15","BUY",18.1,100.0
13709,4970,"ADVS","2003-12-15","2003-12-16","SELL",17.376,96.0
12754,3417,"AEC","2003-10-06","2003-10-06","BUY",6.95,100.0
12754,3417,"AEC","2003-10-06","2003-10-07","SELL",6.672,96.0
32843,3347,"AEE","2008-02-14","2008-02-14","BUY",45.88,100.0
32843,3347,"AEE","2008-02-14","2008-02-15","SELL",44.0448,96.0
15629,4972,"AEGN","2004-04-30","2004-04-30","BUY",18.08,100.0
15629,4972,"AEGN","2004-04-30","2004-05-03","SELL",16.85,93.196902654867256637168141593
57173,4971,"AEGR","2010-10-25","2010-10-25","BUY",11.85,100.0
57173,4971,"AEGR","2010-10-25","2010-10-26","SELL",10.27,86.666666666666666666666666667
9521,4968,"AEIS","2003-03-18","2003-03-18","BUY",9.52,100.0
9521,4968,"AEIS","2003-03-18","2003-03-19","HOLD",9.7,101.890756302521008403361344538
9521,4968,"AEIS","2003-03-18","2003-03-20","HOLD",9.87,103.676470588235294117647058824
9521,4968,"AEIS","2003-03-18","2003-03-21","SELL",10.2816,108.0
16700,3355,"AEL","2004-08-03","2004-08-03","BUY",9.95,100.0
16700,3355,"AEL","2004-08-03","2004-08-04","SELL",9.552,96.0
9739,3303,"AEM","2003-03-31","2003-03-31","BUY",12.94,100.0
9739,3303,"AEM","2003-03-31","2003-04-01","SELL",11.45,88.485316846986089644513137558
9606,3353,"AEO","2003-03-21","2003-03-21","BUY",15.78,100.0
9606,3353,"AEO","2003-03-21","2003-03-24","SELL",15.12,95.817490494296577946768060836
25820,3354,"AEP","2006-10-10","2006-10-10","BUY",38.53,100.0
25820,3354,"AEP","2006-10-10","2006-10-11","HOLD",39.79,103.270179081235400986244484818
25820,3354,"AEP","2006-10-10","2006-10-12","HOLD",40.4,104.853361017389047495458084609
25820,3354,"AEP","2006-10-10","2006-10-13","HOLD",40.0,103.815208928107967817285232287
25820,3354,"AEP","2006-10-10","2006-10-16","HOLD",39.9,103.555670905787697897742019206
25820,3354,"AEP","2006-10-10","2006-10-17","HOLD",40.58,105.320529457565533350635868155
25820,3354,"AEP","2006-10-10","2006-10-18","HOLD",41.19,106.903711393719179859849467947
25820,3354,"AEP","2006-10-10","2006-10-19","HOLD",41.13,106.747988580327017908123540099
25820,3354,"AEP","2006-10-10","2006-10-20","HOLD",41.34,107.293018427199584739164287568
25820,3354,"AEP","2006-10-10","2006-10-23","SELL",41.6124,108.0
28287,3294,"AER","2007-05-15","2007-05-15","BUY",32.07,100.0
28287,3294,"AER","2007-05-15","2007-05-16","SELL",30.7872,96.0
10345,3297,"AET","2003-04-24","2003-04-24","BUY",52.0,100.0
10345,3297,"AET","2003-04-24","2003-04-25","SELL",49.65,95.480769230769230769
9940,3420,"AF","2003-04-07","2003-04-07","BUY",24.85,100.0
9940,3420,"AF","2003-04-07","2003-04-08","SELL",23.8,95.774647887323943661971830986
12543,4978,"AFCE","2003-09-19","2003-09-19","BUY",17.0,100.0
12543,4978,"AFCE","2003-09-19","2003-09-22","SELL",16.32,96.0
9941,4979,"AFFX","2003-04-07","2003-04-07","BUY",19.25,100.0
9941,4979,"AFFX","2003-04-07","2003-04-08","SELL",18.43,95.74025974025974025974025974
21601,3357,"AFG","2005-10-27","2005-10-27","BUY",34.75,100.0
21601,3357,"AFG","2005-10-27","2005-10-28","HOLD",34.26,98.589928057553956834532374101
21601,3357,"AFG","2005-10-27","2005-10-31","HOLD",34.18,98.359712230215827338129496403
21601,3357,"AFG","2005-10-27","2005-11-01","HOLD",34.18,98.359712230215827338129496403
21601,3357,"AFG","2005-10-27","2005-11-02","HOLD",34.27,98.618705035971223021582733813
21601,3357,"AFG","2005-10-27","2005-11-03","HOLD",34.2,98.417266187050359712230215827
21601,3357,"AFG","2005-10-27","2005-11-04","HOLD",34.27,98.618705035971223021582733813
21601,3357,"AFG","2005-10-27","2005-11-07","HOLD",34.2,98.417266187050359712230215827
21601,3357,"AFG","2005-10-27","2005-11-08","HOLD",34.34,98.820143884892086330935251799
21601,3357,"AFG","2005-10-27","2005-11-09","SELL",34.34,98.820143884892086330935251799
18196,3299,"AFL","2004-12-10","2004-12-10","BUY",40.4,100.0
18196,3299,"AFL","2004-12-10","2004-12-13","HOLD",40.0,99.00990099009900990099009901
18196,3299,"AFL","2004-12-10","2004-12-14","HOLD",39.84,98.613861386138613861386138614
18196,3299,"AFL","2004-12-10","2004-12-15","HOLD",39.88,98.712871287128712871287128713
18196,3299,"AFL","2004-12-10","2004-12-16","HOLD",39.54,97.871287128712871287128712871
18196,3299,"AFL","2004-12-10","2004-12-17","HOLD",39.59,97.995049504950495049504950495
18196,3299,"AFL","2004-12-10","2004-12-20","HOLD",39.85,98.638613861386138613861386139
18196,3299,"AFL","2004-12-10","2004-12-21","HOLD",40.01,99.034653465346534653465346535
18196,3299,"AFL","2004-12-10","2004-12-22","HOLD",40.3,99.752475247524752475247524752
18196,3299,"AFL","2004-12-10","2004-12-23","SELL",40.17,99.430693069306930693069306931
26446,5060,"AFSI","2006-12-07","2006-12-07","BUY",8.35,100.0
26446,5060,"AFSI","2006-12-07","2006-12-08","HOLD",8.4,100.598802395209580838323353293
26446,5060,"AFSI","2006-12-07","2006-12-11","HOLD",8.4,100.598802395209580838323353293
26446,5060,"AFSI","2006-12-07","2006-12-12","HOLD",8.4,100.598802395209580838323353293
26446,5060,"AFSI","2006-12-07","2006-12-13","HOLD",8.4,100.598802395209580838323353293
26446,5060,"AFSI","2006-12-07","2006-12-14","HOLD",8.81,105.508982035928143712574850299
26446,5060,"AFSI","2006-12-07","2006-12-15","HOLD",8.65,103.592814371257485029940119761
26446,5060,"AFSI","2006-12-07","2006-12-18","HOLD",8.21,98.323353293413173652694610778
26446,5060,"AFSI","2006-12-07","2006-12-19","HOLD",8.48,101.556886227544910179640718563
26446,5060,"AFSI","2006-12-07","2006-12-20","SELL",8.51,101.916167664670658682634730539
26508,3979,"AG","2006-12-14","2006-12-14","BUY",3.93,100.0
26508,3979,"AG","2006-12-14","2006-12-15","HOLD",4.0,101.781170483460559796437659034
26508,3979,"AG","2006-12-14","2006-12-18","HOLD",3.99,101.526717557251908396946564885
26508,3979,"AG","2006-12-14","2006-12-19","HOLD",4.0,101.781170483460559796437659034
26508,3979,"AG","2006-12-14","2006-12-20","HOLD",3.94,100.254452926208651399491094148
26508,3979,"AG","2006-12-14","2006-12-21","HOLD",3.85,97.964376590330788804071246819
26508,3979,"AG","2006-12-14","2006-12-22","HOLD",3.94,100.254452926208651399491094148
26508,3979,"AG","2006-12-14","2006-12-26","HOLD",3.94,100.254452926208651399491094148
26508,3979,"AG","2006-12-14","2006-12-27","HOLD",4.06,103.307888040712468193384223919
26508,3979,"AG","2006-12-14","2006-12-28","SELL",4.15,105.597964376590330788804071247
11223,3300,"AGCO","2003-06-17","2003-06-17","BUY",21.5,100.0
11223,3300,"AGCO","2003-06-17","2003-06-18","SELL",20.64,96.0
45516,3313,"AGI","2009-03-19","2009-03-19","BUY",6.8,100.0
45516,3313,"AGI","2009-03-19","2009-03-20","HOLD",6.65,97.794117647058823529411764706
45516,3313,"AGI","2009-03-19","2009-03-23","HOLD",6.71,98.676470588235294117647058824
45516,3313,"AGI","2009-03-19","2009-03-24","HOLD",6.71,98.676470588235294117647058824
45516,3313,"AGI","2009-03-19","2009-03-25","HOLD",7.02,103.235294117647058823529411765
45516,3313,"AGI","2009-03-19","2009-03-26","HOLD",7.25,106.617647058823529411764705882
45516,3313,"AGI","2009-03-19","2009-03-27","HOLD",7.0,102.941176470588235294117647059
45516,3313,"AGI","2009-03-19","2009-03-30","HOLD",6.91,101.617647058823529411764705882
45516,3313,"AGI","2009-03-19","2009-03-31","HOLD",7.14,105.0
45516,3313,"AGI","2009-03-19","2009-04-01","SELL",7.344,108.0
17690,3325,"AGN","2004-11-03","2004-11-03","BUY",76.75,100.0
