"id","ticker_id","ticker_symbol","price_date","trade_date","position","price","value"
10274,3784,"CYT","2003-04-21","2003-04-28","HOLD",31.85,103.745928338762214983713355049
10274,3784,"CYT","2003-04-21","2003-04-29","HOLD",31.7,103.257328990228013029315960912
10274,3784,"CYT","2003-04-21","2003-04-30","HOLD",32.01,104.267100977198697068403908795
10274,3784,"CYT","2003-04-21","2003-05-01","HOLD",31.85,103.745928338762214983713355049
10274,3784,"CYT","2003-04-21","2003-05-02","SELL",31.98,104.169381107491856677524429967
70403,5279,"CZR","2012-11-16","2012-11-16","BUY",5.25,100.0
70403,5279,"CZR","2012-11-16","2012-11-19","SELL",5.04,96.0
32855,3747,"CZZ","2008-02-14","2008-02-14","BUY",14.31,100.0
32855,3747,"CZZ","2008-02-14","2008-02-15","SELL",13.7376,96.0
20626,3830,"D","2005-08-02","2005-08-02","BUY",75.95,100.0
20626,3830,"D","2005-08-02","2005-08-03","HOLD",77.9,102.567478604344963791968400263
20626,3830,"D","2005-08-02","2005-08-04","HOLD",76.84,101.171823568136932192231731402
20626,3830,"D","2005-08-02","2005-08-05","HOLD",75.73,99.710335747202106649111257406
20626,3830,"D","2005-08-02","2005-08-08","HOLD",74.55,98.156682027649769585253456221
20626,3830,"D","2005-08-02","2005-08-09","HOLD",75.11,98.894009216589861751152073733
20626,3830,"D","2005-08-02","2005-08-10","HOLD",74.48,98.064516129032258064516129032
20626,3830,"D","2005-08-02","2005-08-11","HOLD",74.8,98.485845951283739302172481896
20626,3830,"D","2005-08-02","2005-08-12","HOLD",74.53,98.130348913759052007899934167
20626,3830,"D","2005-08-02","2005-08-15","SELL",75.01,98.762343647136273864384463463
10979,5560,"DAKT","2003-06-04","2003-06-04","BUY",17.25,100.0
10979,5560,"DAKT","2003-06-04","2003-06-05","SELL",18.63,108.0
29022,3801,"DAL","2007-07-18","2007-07-18","BUY",21.79,100.0
29022,3801,"DAL","2007-07-18","2007-07-19","HOLD",21.51,98.71500688389169343735658559
29022,3801,"DAL","2007-07-18","2007-07-20","HOLD",21.4,98.210188159706287287746672786
29022,3801,"DAL","2007-07-18","2007-07-23","HOLD",21.11,96.879302432308398347865993576
29022,3801,"DAL","2007-07-18","2007-07-24","SELL",20.9184,96.0
33655,3786,"DAN","2008-04-01","2008-04-01","BUY",10.5,100.0
33655,3786,"DAN","2008-04-01","2008-04-02","SELL",10.08,96.0
57959,3867,"DANG","2010-12-27","2010-12-27","BUY",28.85,100.0
57959,3867,"DANG","2010-12-27","2010-12-28","SELL",31.158,108.0
11902,3791,"DAR","2003-07-30","2003-07-30","BUY",2.67,100.0
11902,3791,"DAR","2003-07-30","2003-07-31","SELL",2.5,93.632958801498127340823970038
9478,3808,"DB","2003-03-14","2003-03-14","BUY",40.08,100.0
9478,3808,"DB","2003-03-14","2003-03-17","HOLD",41.14,102.644710578842315369261477046
9478,3808,"DB","2003-03-14","2003-03-18","HOLD",42.36,105.688622754491017964071856287
9478,3808,"DB","2003-03-14","2003-03-19","SELL",43.2864,108.0
21878,3819,"DBD","2005-11-14","2005-11-14","BUY",39.5,100.0
21878,3819,"DBD","2005-11-14","2005-11-15","SELL",37.92,96.0
25544,3833,"DCI","2006-09-06","2006-09-06","BUY",35.0,100.0
25544,3833,"DCI","2006-09-06","2006-09-07","SELL",37.8,108.0
9355,4555,"DCM","2003-03-12","2003-03-12","BUY",18.3,100.0
9355,4555,"DCM","2003-03-12","2003-03-13","HOLD",18.49,101.038251366120218579234972678
9355,4555,"DCM","2003-03-12","2003-03-14","HOLD",18.55,101.366120218579234972677595628
9355,4555,"DCM","2003-03-12","2003-03-17","HOLD",19.18,104.808743169398907103825136613
9355,4555,"DCM","2003-03-12","2003-03-18","HOLD",18.58,101.530054644808743169398907104
9355,4555,"DCM","2003-03-12","2003-03-19","HOLD",18.6,101.639344262295081967213114754
9355,4555,"DCM","2003-03-12","2003-03-20","HOLD",19.6,107.103825136612021857923497268
9355,4555,"DCM","2003-03-12","2003-03-21","HOLD",19.55,106.830601092896174863387978142
9355,4555,"DCM","2003-03-12","2003-03-24","HOLD",19.55,106.830601092896174863387978142
9355,4555,"DCM","2003-03-12","2003-03-25","SELL",19.05,104.098360655737704918032786885
27961,5596,"DCOM","2007-04-25","2007-04-25","BUY",13.29,100.0
27961,5596,"DCOM","2007-04-25","2007-04-26","HOLD",13.48,101.429646350639578630549285177
27961,5596,"DCOM","2007-04-25","2007-04-27","HOLD",13.66,102.784048156508653122648607976
27961,5596,"DCOM","2007-04-25","2007-04-30","HOLD",13.31,100.150489089541008276899924755
27961,5596,"DCOM","2007-04-25","2007-05-01","HOLD",13.74,103.386004514672686230248306998
27961,5596,"DCOM","2007-04-25","2007-05-02","HOLD",13.85,104.213694507148231753197893153
27961,5596,"DCOM","2007-04-25","2007-05-03","HOLD",13.67,102.859292701279157261098570354
27961,5596,"DCOM","2007-04-25","2007-05-04","HOLD",13.69,103.009781790820165537998495109
27961,5596,"DCOM","2007-04-25","2007-05-07","HOLD",13.54,101.881113619262603461249059443
27961,5596,"DCOM","2007-04-25","2007-05-08","SELL",13.58,102.182091798344620015048908954
29758,3794,"DCT","2007-08-17","2007-08-17","BUY",10.45,100.0
29758,3794,"DCT","2007-08-17","2007-08-20","SELL",10.032,96.0
9620,3858,"DD","2003-03-21","2003-03-21","BUY",40.74,100.0
9620,3858,"DD","2003-03-21","2003-03-24","HOLD",40.0,98.183603338242513500245459008
9620,3858,"DD","2003-03-21","2003-03-25","HOLD",40.24,98.772704958271968581246931762
9620,3858,"DD","2003-03-21","2003-03-26","HOLD",40.42,99.214531173294059891998036328
9620,3858,"DD","2003-03-21","2003-03-27","HOLD",39.85,97.815414825724104074619538537
9620,3858,"DD","2003-03-21","2003-03-28","HOLD",39.63,97.275405007363770250368188513
9620,3858,"DD","2003-03-21","2003-03-31","SELL",39.1104,96.0
10755,3828,"DDC","2003-05-20","2003-05-20","BUY",19.48,100.0
10755,3828,"DDC","2003-05-20","2003-05-21","HOLD",19.36,99.383983572895277207392197125
10755,3828,"DDC","2003-05-20","2003-05-22","HOLD",19.08,97.946611909650924024640657084
10755,3828,"DDC","2003-05-20","2003-05-23","HOLD",19.13,98.203285420944558521560574949
10755,3828,"DDC","2003-05-20","2003-05-27","HOLD",19.36,99.383983572895277207392197125
10755,3828,"DDC","2003-05-20","2003-05-28","HOLD",19.44,99.794661190965092402464065708
10755,3828,"DDC","2003-05-20","2003-05-29","HOLD",20.05,102.926078028747433264887063656
10755,3828,"DDC","2003-05-20","2003-05-30","HOLD",20.31,104.26078028747433264887063655
10755,3828,"DDC","2003-05-20","2003-06-02","HOLD",20.7,106.262833675564681724845995893
10755,3828,"DDC","2003-05-20","2003-06-03","SELL",20.6,105.749486652977412731006160164
60720,3262,"DDD","2011-08-12","2011-08-12","BUY",18.61,100.0
60720,3262,"DDD","2011-08-12","2011-08-15","HOLD",19.1,102.632993014508328855454056959
60720,3262,"DDD","2011-08-12","2011-08-16","SELL",17.8656,96.0
15242,3795,"DDR","2004-04-01","2004-04-01","BUY",41.75,100.0
15242,3795,"DDR","2004-04-01","2004-04-02","HOLD",40.97,98.131736526946107784431137725
15242,3795,"DDR","2004-04-01","2004-04-05","SELL",40.08,96.0
12374,3822,"DDS","2003-09-03","2003-09-03","BUY",16.18,100.0
12374,3822,"DDS","2003-09-03","2003-09-04","SELL",15.5328,96.0
9813,3797,"DE","2003-04-02","2003-04-02","BUY",40.45,100.0
9813,3797,"DE","2003-04-02","2003-04-03","HOLD",41.46,102.496909765142150803461063041
9813,3797,"DE","2003-04-02","2003-04-04","HOLD",41.2,101.854140914709517923362175525
9813,3797,"DE","2003-04-02","2003-04-07","HOLD",41.24,101.95302843016069221260815822
9813,3797,"DE","2003-04-02","2003-04-08","HOLD",41.97,103.757725587144622991347342399
9813,3797,"DE","2003-04-02","2003-04-09","HOLD",41.09,101.582200247218788627935723115
9813,3797,"DE","2003-04-02","2003-04-10","HOLD",41.35,102.22496909765142150803461063
9813,3797,"DE","2003-04-02","2003-04-11","HOLD",40.94,101.21137206427688504326328801
9813,3797,"DE","2003-04-02","2003-04-14","HOLD",41.13,101.68108776266996291718170581
9813,3797,"DE","2003-04-02","2003-04-15","SELL",40.89,101.087762669962917181705809642
10354,5568,"DECK","2003-04-24","2003-04-24","BUY",4.89,100.0
10354,5568,"DECK","2003-04-24","2003-04-25","SELL",5.58,114.110429447852760736196319018
9394,3939,"DEG","2003-03-13","2003-03-13","BUY",16.9,100.0
9394,3939,"DEG","2003-03-13","2003-03-14","HOLD",17.7,104.733727810650887573964497041
9394,3939,"DEG","2003-03-13","2003-03-17","SELL",18.252,108.0
26299,3836,"DEI","2006-11-20","2006-11-20","BUY",25.75,100.0
26299,3836,"DEI","2006-11-20","2006-11-21","HOLD",25.88,100.504854368932038834951456311
26299,3836,"DEI","2006-11-20","2006-11-22","HOLD",25.99,100.93203883495145631067961165
26299,3836,"DEI","2006-11-20","2006-11-24","HOLD",26.36,102.368932038834951456310679612
26299,3836,"DEI","2006-11-20","2006-11-27","HOLD",25.87,100.466019417475728155339805825
26299,3836,"DEI","2006-11-20","2006-11-28","HOLD",25.35,98.446601941747572815533980583
26299,3836,"DEI","2006-11-20","2006-11-29","HOLD",25.87,100.466019417475728155339805825
26299,3836,"DEI","2006-11-20","2006-11-30","HOLD",26.3,102.1359223300970873786407767
26299,3836,"DEI","2006-11-20","2006-12-01","HOLD",26.02,101.048543689320388349514563107
26299,3836,"DEI","2006-11-20","2006-12-04","SELL",26.49,102.873786407766990291262135922
21000,3802,"DEL","2005-09-12","2005-09-12","BUY",45.0,100.0
21000,3802,"DEL","2005-09-12","2005-09-13","HOLD",44.32,98.488888888888888889
21000,3802,"DEL","2005-09-12","2005-09-14","HOLD",43.6,96.888888888888888889
21000,3802,"DEL","2005-09-12","2005-09-15","HOLD",43.78,97.288888888888888889
21000,3802,"DEL","2005-09-12","2005-09-16","HOLD",45.39,100.866666666666666667
21000,3802,"DEL","2005-09-12","2005-09-19","HOLD",45.6,101.333333333333333333
21000,3802,"DEL","2005-09-12","2005-09-20","HOLD",44.98,99.955555555555555556
21000,3802,"DEL","2005-09-12","2005-09-21","HOLD",46.0,102.222222222222222222
21000,3802,"DEL","2005-09-12","2005-09-22","HOLD",46.0,102.222222222222222222
21000,3802,"DEL","2005-09-12","2005-09-23","SELL",45.9,102.0
9713,5575,"DENN","2003-03-27","2003-03-27","BUY",0.55,100.0
9713,5575,"DENN","2003-03-27","2003-03-28","SELL",0.528,96.0
9986,3812,"DEO","2003-04-07","2003-04-07","BUY",43.6,100.0
9986,3812,"DEO","2003-04-07","2003-04-08","HOLD",43.47,99.701834862385321100917431193
9986,3812,"DEO","2003-04-07","2003-04-09","HOLD",42.84,98.256880733944954128440366972
9986,3812,"DEO","2003-04-07","2003-04-10","HOLD",42.89,98.371559633027522935779816514
9986,3812,"DEO","2003-04-07","2003-04-11","HOLD",42.72,97.981651376146788990825688073
9986,3812,"DEO","2003-04-07","2003-04-14","HOLD",43.61,100.022935779816513761467889908
9986,3812,"DEO","2003-04-07","2003-04-15","HOLD",43.59,99.977064220183486238532110092
9986,3812,"DEO","2003-04-07","2003-04-16","HOLD",42.88,98.348623853211009174311926606
9986,3812,"DEO","2003-04-07","2003-04-17","HOLD",43.02,98.669724770642201834862385321
9986,3812,"DEO","2003-04-07","2003-04-21","SELL",43.15,98.967889908256880733944954128
17709,3796,"DF","2004-11-03","2004-11-03","BUY",32.06,100.0
17709,3796,"DF","2004-11-03","2004-11-04","HOLD",31.9,99.500935745477230193387398628
17709,3796,"DF","2004-11-03","2004-11-05","HOLD",32.68,101.933873986275733000623830318
17709,3796,"DF","2004-11-03","2004-11-08","HOLD",32.5,101.372426699937616968184653774
17709,3796,"DF","2004-11-03","2004-11-09","HOLD",31.91,99.532127261384903306300686213
17709,3796,"DF","2004-11-03","2004-11-10","HOLD",32.75,102.152214597629444791016843419
17709,3796,"DF","2004-11-03","2004-11-11","HOLD",33.13,103.337492202121023081721771678
17709,3796,"DF","2004-11-03","2004-11-12","HOLD",33.05,103.087960074859638178415470992
17709,3796,"DF","2004-11-03","2004-11-15","HOLD",33.0,102.932002495321272613849033064
17709,3796,"DF","2004-11-03","2004-11-16","SELL",32.68,101.933873986275733000623830318
29764,3824,"DFS","2007-08-17","2007-08-17","BUY",23.89,100.0
29764,3824,"DFS","2007-08-17","2007-08-20","SELL",22.9344,96.0
36549,3854,"DFT","2008-09-08","2008-09-08","BUY",18.04,100.0
36549,3854,"DFT","2008-09-08","2008-09-09","HOLD",17.5,97.006651884700665188470066519
36549,3854,"DFT","2008-09-08","2008-09-10","SELL",17.3184,96.0
52890,3827,"DG","2009-12-10","2009-12-10","BUY",24.77,100.0
52890,3827,"DG","2009-12-10","2009-12-11","SELL",23.74,95.841744045215987081146548244
52456,3821,"DGI","2009-11-10","2009-11-10","BUY",24.35,100.0
52456,3821,"DGI","2009-11-10","2009-11-11","SELL",23.376,96.0
14438,4732,"DGX","2004-01-27","2004-01-27","BUY",82.0,100.0
14438,4732,"DGX","2004-01-27","2004-01-28","HOLD",82.5,100.60975609756097561
14438,4732,"DGX","2004-01-27","2004-01-29","HOLD",83.15,101.402439024390243902
14438,4732,"DGX","2004-01-27","2004-01-30","HOLD",85.0,103.658536585365853659
14438,4732,"DGX","2004-01-27","2004-02-02","HOLD",84.41,102.939024390243902439
14438,4732,"DGX","2004-01-27","2004-02-03","HOLD",84.4,102.926829268292682927
14438,4732,"DGX","2004-01-27","2004-02-04","HOLD",85.42,104.170731707317073171
14438,4732,"DGX","2004-01-27","2004-02-05","HOLD",84.2,102.682926829268292683
14438,4732,"DGX","2004-01-27","2004-02-06","HOLD",84.89,103.524390243902439024
14438,4732,"DGX","2004-01-27","2004-02-09","SELL",84.36,102.878048780487804878
9815,3785,"DHI","2003-04-02","2003-04-02","BUY",20.1,100.0
9815,3785,"DHI","2003-04-02","2003-04-03","HOLD",20.75,103.233830845771144278606965174
9815,3785,"DHI","2003-04-02","2003-04-04","HOLD",20.5,101.990049751243781094527363184
9815,3785,"DHI","2003-04-02","2003-04-07","HOLD",21.1,104.97512437810945273631840796
9815,3785,"DHI","2003-04-02","2003-04-08","HOLD",21.11,105.02487562189054726368159204
9815,3785,"DHI","2003-04-02","2003-04-09","HOLD",21.36,106.26865671641791044776119403
9815,3785,"DHI","2003-04-02","2003-04-10","SELL",21.708,108.0
12960,3787,"DHR","2003-10-17","2003-10-17","BUY",82.0,100.0
12960,3787,"DHR","2003-10-17","2003-10-20","HOLD",81.15,98.963414634146341463
12960,3787,"DHR","2003-10-17","2003-10-21","HOLD",81.56,99.463414634146341463
12960,3787,"DHR","2003-10-17","2003-10-22","HOLD",80.9,98.658536585365853659
12960,3787,"DHR","2003-10-17","2003-10-23","HOLD",80.08,97.658536585365853659
12960,3787,"DHR","2003-10-17","2003-10-24","HOLD",79.52,96.975609756097560976
12960,3787,"DHR","2003-10-17","2003-10-27","HOLD",80.45,98.10975609756097561
12960,3787,"DHR","2003-10-17","2003-10-28","HOLD",81.97,99.963414634146341463
12960,3787,"DHR","2003-10-17","2003-10-29","HOLD",82.76,100.926829268292682927
12960,3787,"DHR","2003-10-17","2003-10-30","SELL",82.98,101.195121951219512195
20541,3823,"DIN","2005-07-28","2005-07-28","BUY",41.5,100.0
20541,3823,"DIN","2005-07-28","2005-07-29","HOLD",43.92,105.831325301204819277108433735
20541,3823,"DIN","2005-07-28","2005-08-01","SELL",44.82,108.0
9987,5597,"DIOD","2003-04-07","2003-04-07","BUY",13.24,100.0
9987,5597,"DIOD","2003-04-07","2003-04-08","SELL",12.7104,96.0
27570,5599,"DISCA","2007-03-29","2007-03-29","BUY",18.8,100.0
27570,5599,"DISCA","2007-03-29","2007-03-30","HOLD",19.13,101.755319148936170212765957447
27570,5599,"DISCA","2007-03-29","2007-04-02","HOLD",19.35,102.925531914893617021276595745
27570,5599,"DISCA","2007-03-29","2007-04-03","HOLD",19.75,105.053191489361702127659574468
27570,5599,"DISCA","2007-03-29","2007-04-04","HOLD",20.08,106.808510638297872340425531915
27570,5599,"DISCA","2007-03-29","2007-04-05","HOLD",19.99,106.329787234042553191489361702
27570,5599,"DISCA","2007-03-29","2007-04-09","SELL",20.304,108.0
22185,5600,"DISCB","2005-12-12","2005-12-12","BUY",16.15,100.0
22185,5600,"DISCB","2005-12-12","2005-12-13","HOLD",16.18,100.185758513931888544891640867
22185,5600,"DISCB","2005-12-12","2005-12-14","HOLD",16.18,100.185758513931888544891640867
22185,5600,"DISCB","2005-12-12","2005-12-15","HOLD",15.89,98.39009287925696594427244582
22185,5600,"DISCB","2005-12-12","2005-12-16","HOLD",16.2,100.309597523219814241486068111
22185,5600,"DISCB","2005-12-12","2005-12-19","HOLD",15.98,98.947368421052631578947368422
22185,5600,"DISCB","2005-12-12","2005-12-20","HOLD",16.27,100.743034055727554179566563467
22185,5600,"DISCB","2005-12-12","2005-12-21","HOLD",15.65,96.904024767801857585139318885
22185,5600,"DISCB","2005-12-12","2005-12-22","SELL",15.504,96.0
53852,5601,"DISCK","2010-02-17","2010-02-17","BUY",27.31,100.0
53852,5601,"DISCK","2010-02-17","2010-02-18","HOLD",27.52,100.76894910289271329183449286
53852,5601,"DISCK","2010-02-17","2010-02-19","HOLD",28.02,102.599780300256316367630904431
53852,5601,"DISCK","2010-02-17","2010-02-22","HOLD",28.23,103.36872940314902965946539729
53852,5601,"DISCK","2010-02-17","2010-02-23","HOLD",28.2,103.258879531307213474917612596
53852,5601,"DISCK","2010-02-17","2010-02-24","HOLD",28.13,103.002563163676309044306114976
53852,5601,"DISCK","2010-02-17","2010-02-25","HOLD",27.31,100.0
53852,5601,"DISCK","2010-02-17","2010-02-26","HOLD",26.55,97.217136580007323324789454412
53852,5601,"DISCK","2010-02-17","2010-03-01","HOLD",26.92,98.571951666056389600878798975
53852,5601,"DISCK","2010-02-17","2010-03-02","SELL",26.84,98.279018674478213108751373123
14674,5603,"DISH","2004-02-11","2004-02-11","BUY",40.0,100.0
14674,5603,"DISH","2004-02-11","2004-02-12","HOLD",38.81,97.025
14674,5603,"DISH","2004-02-11","2004-02-13","SELL",38.4,96.0
25317,3799,"DK","2006-08-09","2006-08-09","BUY",17.0,100.0
25317,3799,"DK","2006-08-09","2006-08-10","HOLD",17.48,102.823529411764705882
25317,3799,"DK","2006-08-09","2006-08-11","SELL",18.36,108.0
11046,3818,"DKS","2003-06-06","2003-06-06","BUY",29.0,100.0
11046,3818,"DKS","2003-06-06","2003-06-09","HOLD",28.98,99.93103448275862069
11046,3818,"DKS","2003-06-06","2003-06-10","HOLD",30.7,105.862068965517241379
11046,3818,"DKS","2003-06-06","2003-06-11","SELL",31.32,108.0
21946,3826,"DLB","2005-11-18","2005-11-18","BUY",16.0,100.0
21946,3826,"DLB","2005-11-18","2005-11-21","SELL",17.49,109.3125
65789,3800,"DLPH","2012-01-03","2012-01-03","BUY",22.11,100.0
65789,3800,"DLPH","2012-01-03","2012-01-04","HOLD",22.54,101.94482134780642243328810493
65789,3800,"DLPH","2012-01-03","2012-01-05","HOLD",22.14,100.135685210312075983717774763
65789,3800,"DLPH","2012-01-03","2012-01-06","HOLD",22.55,101.990049751243781094527363184
65789,3800,"DLPH","2012-01-03","2012-01-09","HOLD",22.71,102.713704206241519674355495252
65789,3800,"DLPH","2012-01-03","2012-01-10","SELL",23.8788,108.0
29407,3820,"DLR","2007-08-08","2007-08-08","BUY",37.6,100.0
29407,3820,"DLR","2007-08-08","2007-08-09","HOLD",39.14,104.095744680851063829787234043
29407,3820,"DLR","2007-08-08","2007-08-10","HOLD",37.51,99.760638297872340425531914894
29407,3820,"DLR","2007-08-08","2007-08-13","HOLD",37.5,99.73404255319148936170212766
29407,3820,"DLR","2007-08-08","2007-08-14","HOLD",36.41,96.835106382978723404255319149
29407,3820,"DLR","2007-08-08","2007-08-15","SELL",36.096,96.0
9902,5608,"DLTR","2003-04-03","2003-04-03","BUY",21.35,100.0
9902,5608,"DLTR","2003-04-03","2003-04-04","SELL",20.496,96.0
20818,3803,"DLX","2005-08-22","2005-08-22","BUY",39.55,100.0
20818,3803,"DLX","2005-08-22","2005-08-23","HOLD",38.72,97.90139064475347661188369153
20818,3803,"DLX","2005-08-22","2005-08-24","HOLD",39.1,98.86219974715549936788874842
20818,3803,"DLX","2005-08-22","2005-08-25","HOLD",38.93,98.432364096080910240202275601
20818,3803,"DLX","2005-08-22","2005-08-26","HOLD",38.59,97.572692793931731984829329962
20818,3803,"DLX","2005-08-22","2005-08-29","HOLD",39.04,98.710493046776232616940581542
20818,3803,"DLX","2005-08-22","2005-08-30","HOLD",39.18,99.064475347661188369152970923
20818,3803,"DLX","2005-08-22","2005-08-31","HOLD",39.74,100.480404551201011378002528446
20818,3803,"DLX","2005-08-22","2005-09-01","HOLD",39.29,99.342604298356510745891276865
20818,3803,"DLX","2005-08-22","2005-09-02","SELL",39.22,99.165613147914032869785082174
10400,5611,"DMLP","2003-04-28","2003-04-28","BUY",16.72,100.0
10400,5611,"DMLP","2003-04-28","2003-04-29","SELL",15.5,92.703349282296650717703349282
21804,5585,"DMND","2005-11-07","2005-11-07","BUY",16.86,100.0
21804,5585,"DMND","2005-11-07","2005-11-08","SELL",16.1856,96.0
13125,3853,"DNB","2003-10-29","2003-10-29","BUY",47.26,100.0
13125,3853,"DNB","2003-10-29","2003-10-30","HOLD",46.7,98.815065594583157003808717732
13125,3853,"DNB","2003-10-29","2003-10-31","HOLD",46.55,98.497672450275074058400338553
13125,3853,"DNB","2003-10-29","2003-11-03","HOLD",47.02,99.492170969107067287346593314
13125,3853,"DNB","2003-10-29","2003-11-04","HOLD",47.2,99.873042742276766821836648328
13125,3853,"DNB","2003-10-29","2003-11-05","HOLD",47.43,100.359712230215827338129496403
13125,3853,"DNB","2003-10-29","2003-11-06","HOLD",47.35,100.190435886584849767245027507
13125,3853,"DNB","2003-10-29","2003-11-07","HOLD",47.36,100.211595429538721963605586119
13125,3853,"DNB","2003-10-29","2003-11-10","HOLD",46.93,99.301735082522217520101565806
13125,3853,"DNB","2003-10-29","2003-11-11","SELL",46.47,98.328396106644096487515869657
60520,5623,"DNKN","2011-08-01","2011-08-01","BUY",31.37,100.0
60520,5623,"DNKN","2011-08-01","2011-08-02","SELL",29.88,95.250239081925406439273190947
10924,3806,"DNR","2003-06-02","2003-06-02","BUY",12.4,100.0
10924,3806,"DNR","2003-06-02","2003-06-03","HOLD",12.58,101.451612903225806451612903226
10924,3806,"DNR","2003-06-02","2003-06-04","HOLD",12.75,102.822580645161290322580645161
10924,3806,"DNR","2003-06-02","2003-06-05","HOLD",12.62,101.774193548387096774193548387
10924,3806,"DNR","2003-06-02","2003-06-06","HOLD",12.7,102.41935483870967741935483871
10924,3806,"DNR","2003-06-02","2003-06-09","HOLD",12.41,100.08064516129032258064516129
10924,3806,"DNR","2003-06-02","2003-06-10","HOLD",13.02,105.0
10924,3806,"DNR","2003-06-02","2003-06-11","SELL",13.392,108.0
19923,3813,"DO","2005-05-24","2005-05-24","BUY",43.5,100.0
19923,3813,"DO","2005-05-24","2005-05-25","HOLD",45.66,104.965517241379310344827586207
19923,3813,"DO","2005-05-24","2005-05-26","HOLD",46.37,106.59770114942528735632183908
19923,3813,"DO","2005-05-24","2005-05-27","SELL",46.98,108.0
63929,4395,"DOOR","2011-11-15","2011-11-15","BUY",23.75,100.0
63929,4395,"DOOR","2011-11-15","2011-11-16","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-17","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-18","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-21","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-22","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-23","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-25","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-28","HOLD",24.25,102.105263157894736842105263158
63929,4395,"DOOR","2011-11-15","2011-11-29","SELL",24.75,104.210526315789473684210526316
2,5612,"DORM","2001-09-05","2001-09-05","BUY",3.8,100.0
2,5612,"DORM","2001-09-05","2001-09-06","SELL",3.5,92.105263157894736842105263158
10245,3837,"DOV","2003-04-17","2003-04-17","BUY",25.46,100.0
10245,3837,"DOV","2003-04-17","2003-04-21","SELL",27.4968,108.0
9395,3840,"DOW","2003-03-13","2003-03-13","BUY",26.35,100.0
9395,3840,"DOW","2003-03-13","2003-03-14","HOLD",27.27,103.491461100569259962049335863
9395,3840,"DOW","2003-03-13","2003-03-17","HOLD",28.37,107.666034155597722960151802657
9395,3840,"DOW","2003-03-13","2003-03-18","SELL",28.458,108.0
9396,3346,"DOX","2003-03-13","2003-03-13","BUY",13.0,100.0
9396,3346,"DOX","2003-03-13","2003-03-14","HOLD",13.15,101.153846153846153846
9396,3346,"DOX","2003-03-13","2003-03-17","HOLD",13.5,103.846153846153846154
9396,3346,"DOX","2003-03-13","2003-03-18","HOLD",13.38,102.923076923076923077
9396,3346,"DOX","2003-03-13","2003-03-19","HOLD",13.4,103.076923076923076923
9396,3346,"DOX","2003-03-13","2003-03-20","HOLD",13.3,102.307692307692307692
9396,3346,"DOX","2003-03-13","2003-03-21","HOLD",13.5,103.846153846153846154
9396,3346,"DOX","2003-03-13","2003-03-24","HOLD",12.65,97.307692307692307692
9396,3346,"DOX","2003-03-13","2003-03-25","HOLD",13.4,103.076923076923076923
9396,3346,"DOX","2003-03-13","2003-03-26","SELL",13.07,100.538461538461538462
30682,3793,"DPM","2007-09-26","2007-09-26","BUY",44.83,100.0
30682,3793,"DPM","2007-09-26","2007-09-27","SELL",42.89,95.672540709346419808164175775
34750,3841,"DPS","2008-06-05","2008-06-05","BUY",24.8,100.0
34750,3841,"DPS","2008-06-05","2008-06-06","HOLD",24.98,100.725806451612903225806451613
34750,3841,"DPS","2008-06-05","2008-06-09","HOLD",24.97,100.685483870967741935483870968
34750,3841,"DPS","2008-06-05","2008-06-10","HOLD",24.93,100.524193548387096774193548387
34750,3841,"DPS","2008-06-05","2008-06-11","HOLD",24.33,98.104838709677419354838709677
34750,3841,"DPS","2008-06-05","2008-06-12","HOLD",24.18,97.5
34750,3841,"DPS","2008-06-05","2008-06-13","HOLD",24.67,99.475806451612903225806451613
34750,3841,"DPS","2008-06-05","2008-06-16","SELL",23.808,96.0
19771,3831,"DPZ","2005-05-10","2005-05-10","BUY",19.11,100.0
19771,3831,"DPZ","2005-05-10","2005-05-11","HOLD",20.09,105.128205128205128205128205128
19771,3831,"DPZ","2005-05-10","2005-05-12","HOLD",20.28,106.122448979591836734693877552
19771,3831,"DPZ","2005-05-10","2005-05-13","SELL",20.6388,108.0
21001,3844,"DRC","2005-09-12","2005-09-12","BUY",26.63,100.0
21001,3844,"DRC","2005-09-12","2005-09-13","SELL",25.5648,96.0
26300,3852,"DRE","2006-11-20","2006-11-20","BUY",42.75,100.0
26300,3852,"DRE","2006-11-20","2006-11-21","HOLD",43.51,101.777777777777777777777777778
26300,3852,"DRE","2006-11-20","2006-11-22","HOLD",43.53,101.824561403508771929824561404
26300,3852,"DRE","2006-11-20","2006-11-24","HOLD",43.95,102.807017543859649122807017544
26300,3852,"DRE","2006-11-20","2006-11-27","HOLD",43.43,101.590643274853801169590643275
26300,3852,"DRE","2006-11-20","2006-11-28","HOLD",42.85,100.233918128654970760233918129
26300,3852,"DRE","2006-11-20","2006-11-29","HOLD",43.3,101.286549707602339181286549708
26300,3852,"DRE","2006-11-20","2006-11-30","HOLD",43.52,101.801169590643274853801169591
